Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Lewis HamiltonHAM,McLaren Mercedes,61,1:56:06.337,10
2,10,Timo GlockGLO,Toyota,61,+9.634s,8
3,7,Fernando AlonsoALO,Renault,61,+16.624s,6
4,15,Sebastian VettelVET,RBR Renault,61,+20.261s,5
5,22,Jenson ButtonBUT,Brawn Mercedes,61,+30.015s,4
6,23,Rubens BarrichelloBAR,Brawn Mercedes,61,+31.858s,3
7,2,Heikki KovalainenKOV,McLaren Mercedes,61,+36.157s,2
8,5,Robert KubicaKUB,Sauber BMW,61,+55.054s,1
9,17,Kazuki NakajimaNAK,Williams Toyota,61,+56.054s,0
10,4,Kimi RäikkönenRAI,Ferrari,61,+58.892s,0
11,16,Nico RosbergROS,Williams Toyota,61,+59.777s,0
12,9,Jarno TrulliTRU,Toyota,61,+73.009s,0
13,3,Giancarlo FisichellaFIS,Ferrari,61,+79.890s,0
14,21,Vitantonio LiuzziLIU,Force India Mercedes,61,+93.502s,0
NC,11,Jaime AlguersuariALG,STR Ferrari,47,DNF,0
NC,12,Sebastien BuemiBUE,STR Ferrari,47,DNF,0
NC,14,Mark WebberWEB,RBR Renault,45,DNF,0
NC,20,Adrian SutilSUT,Force India Mercedes,23,DNF,0
NC,6,Nick HeidfeldHEI,Sauber BMW,19,DNF,0
NC,8,Romain GrosjeanGRO,Renault,3,DNF,0
