Pos,No,Driver,Car,Laps,Time/retired,Pts
1,4,Kimi RäikkönenRAI,Ferrari,44,1:23:50.995,10
2,21,Giancarlo FisichellaFIS,Force India Mercedes,44,+0.939s,8
3,15,Sebastian VettelVET,RBR Renault,44,+3.875s,6
4,5,Robert KubicaKUB,Sauber BMW,44,+9.966s,5
5,6,Nick HeidfeldHEI,Sauber BMW,44,+11.276s,4
6,2,Heikki KovalainenKOV,McLaren Mercedes,44,+32.763s,3
7,23,Rubens BarrichelloBAR,Brawn Mercedes,44,+35.461s,2
8,16,Nico RosbergROS,Williams Toyota,44,+36.208s,1
9,14,Mark WebberWEB,RBR Renault,44,+36.959s,0
10,10,Timo GlockGLO,Toyota,44,+41.490s,0
11,20,Adrian SutilSUT,Force India Mercedes,44,+42.636s,0
12,12,Sebastien BuemiBUE,STR Ferrari,44,+46.106s,0
13,17,Kazuki NakajimaNAK,Williams Toyota,44,+54.241s,0
14,3,Luca BadoerBAD,Ferrari,44,+102.177s,0
NC,7,Fernando AlonsoALO,Renault,26,DNF,0
NC,9,Jarno TrulliTRU,Toyota,21,DNF,0
NC,1,Lewis HamiltonHAM,McLaren Mercedes,0,DNF,0
NC,22,Jenson ButtonBUT,Brawn Mercedes,0,DNF,0
NC,11,Jaime AlguersuariALG,STR Ferrari,0,DNF,0
NC,8,Romain GrosjeanGRO,Renault,0,DNF,0
