Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Jenson ButtonBUT,Brawn Mercedes,58,1:34:15.784,10
2,23,Rubens BarrichelloBAR,Brawn Mercedes,58,+0.807s,8
3,9,Jarno TrulliTRU,Toyota,58,+1.604s,6
DQ,1,Lewis HamiltonHAM,McLaren Mercedes,58,+2.914s,0
4,10,Timo GlockGLO,Toyota,58,+4.435s,5
5,7,Fernando AlonsoALO,Renault,58,+4.879s,4
6,16,Nico RosbergROS,Williams Toyota,58,+5.722s,3
7,12,Sebastien BuemiBUE,STR Ferrari,58,+6.004s,2
8,11,Sebastien BourdaisBOU,STR Ferrari,58,+6.298s,1
9,20,Adrian SutilSUT,Force India Mercedes,58,+6.335s,0
10,6,Nick HeidfeldHEI,Sauber BMW,58,+7.085s,0
11,21,Giancarlo FisichellaFIS,Force India Mercedes,58,+7.374s,0
12,14,Mark WebberWEB,RBR Renault,57,+1 lap,0
13,15,Sebastian VettelVET,RBR Renault,56,DNF,0
14,5,Robert KubicaKUB,Sauber BMW,55,DNF,0
15,4,Kimi RäikkönenRAI,Ferrari,55,DNF,0
NC,3,Felipe MassaMAS,Ferrari,45,DNF,0
NC,8,Nelson PiquetPIQ,Renault,24,DNF,0
NC,17,Kazuki NakajimaNAK,Williams Toyota,17,DNF,0
NC,2,Heikki KovalainenKOV,McLaren Mercedes,0,DNF,0
