Pos,No,Driver,Car,Laps,Time/retired,Pts
1,15,Sebastian VettelVET,RBR Renault,60,1:22:49.328,10
2,14,Mark WebberWEB,RBR Renault,60,+15.188s,8
3,23,Rubens BarrichelloBAR,Brawn Mercedes,60,+41.175s,6
4,3,Felipe MassaMAS,Ferrari,60,+45.043s,5
5,16,Nico RosbergROS,Williams Toyota,60,+45.915s,4
6,22,Jenson ButtonBUT,Brawn Mercedes,60,+46.285s,3
7,9,Jarno TrulliTRU,Toyota,60,+68.307s,2
8,4,Kimi RäikkönenRAI,Ferrari,60,+69.622s,1
9,10,Timo GlockGLO,Toyota,60,+69.823s,0
10,21,Giancarlo FisichellaFIS,Force India Mercedes,60,+71.522s,0
11,17,Kazuki NakajimaNAK,Williams Toyota,60,+74.023s,0
12,8,Nelson PiquetPIQ,Renault,59,+1 lap,0
13,5,Robert KubicaKUB,Sauber BMW,59,+1 lap,0
14,7,Fernando AlonsoALO,Renault,59,+1 lap,0
15,6,Nick HeidfeldHEI,Sauber BMW,59,+1 lap,0
16,1,Lewis HamiltonHAM,McLaren Mercedes,59,+1 lap,0
17,20,Adrian SutilSUT,Force India Mercedes,59,+1 lap,0
18,12,Sebastien BuemiBUE,STR Ferrari,59,+1 lap,0
NC,11,Sebastien BourdaisBOU,STR Ferrari,37,DNF,0
NC,2,Heikki KovalainenKOV,McLaren Mercedes,36,DNF,0
