Pos,No,Driver,Car,Laps,Time/retired,Pts
1,22,Jenson ButtonBUT,Brawn Mercedes,78,1:40:44.282,10
2,23,Rubens BarrichelloBAR,Brawn Mercedes,78,+7.666s,8
3,4,Kimi RäikkönenRAI,Ferrari,78,+13.442s,6
4,3,Felipe MassaMAS,Ferrari,78,+15.110s,5
5,14,Mark WebberWEB,RBR Renault,78,+15.730s,4
6,16,Nico RosbergROS,Williams Toyota,78,+33.586s,3
7,7,Fernando AlonsoALO,Renault,78,+37.839s,2
8,11,Sebastien BourdaisBOU,STR Ferrari,78,+63.142s,1
9,21,Giancarlo FisichellaFIS,Force India Mercedes,78,+65.040s,0
10,10,Timo GlockGLO,Toyota,77,+1 lap,0
11,6,Nick HeidfeldHEI,Sauber BMW,77,+1 lap,0
12,1,Lewis HamiltonHAM,McLaren Mercedes,77,+1 lap,0
13,9,Jarno TrulliTRU,Toyota,77,+1 lap,0
14,20,Adrian SutilSUT,Force India Mercedes,77,+1 lap,0
15,17,Kazuki NakajimaNAK,Williams Toyota,76,DNF,0
NC,2,Heikki KovalainenKOV,McLaren Mercedes,51,DNF,0
NC,5,Robert KubicaKUB,Sauber BMW,28,DNF,0
NC,15,Sebastian VettelVET,RBR Renault,15,DNF,0
NC,8,Nelson PiquetPIQ,Renault,10,DNF,0
NC,12,Sebastien BuemiBUE,STR Ferrari,10,DNF,0
