Pos,No,Driver,Car,Laps,Time/retired,Pts
1,10,Nino FarinaFAR,Alfa Romeo,80,2:51:17.400,8
2,48,Dorino  SerafiniSER,Ferrari,,SHC,3
2,48,Alberto AscariASC,Ferrari,80,+78.600s,3
3,36,Luigi FagioliFAG,Alfa Romeo,80,+95.600s,4
4,58,Louis  RosierROS,Talbot-Lago,75,+5 laps,3
5,24,Philippe  EtancelinETA,Talbot-Lago,75,+5 laps,2
6,38,Toulo de GraffenriedDEG,Maserati,72,+8 laps,0
7,8,Peter  WhiteheadWHI,Ferrari,72,+8 laps,0
NC,50,David  MurrayMUR,Maserati,56,DNF,0
NC,32,Cuth  HarrisonHAR,ERA,51,DNF,0
NC,12,Raymond  SommerSOM,Talbot-Lago,48,DNF,0
NC,40,Guy  MairesseMAI,Talbot-Lago,42,DNF,0
NC,4,Franco  RolROL,Maserati,39,DNF,0
NC,60,Piero  TaruffiTAR,Alfa Romeo,,SHC,0
NC,60,Juan Manuel FangioFAN,Alfa Romeo,34,DNF,1
NC,56,Pierre  LeveghLEV,Talbot-Lago,29,DNF,0
NC,18,Juan Manuel FangioFAN,Alfa Romeo,23,DNF,1
NC,2,Johnny ClaesCLA,Talbot-Lago,22,DNF,0
NC,16,Alberto AscariASC,Ferrari,21,DNF,0
NC,22,Clemente  BiondettiBIO,Ferrari Jaguar,17,DNF,0
NC,64,Henri LouveauLOU,Talbot-Lago,16,DNF,0
NC,62,Franco  ComottiCOM,Maserati Milano,15,DNF,0
NC,6,Louis  ChironCHI,Maserati,13,DNF,0
NC,42,Maurice  TrintignantTRI,Simca-Gordini,13,DNF,0
NC,46,Consalvo  SanesiSAN,Alfa Romeo,11,DNF,0
NC,44,Robert  ManzonMAN,Simca-Gordini,7,DNF,0
NC,30,Prince BiraBIR,Maserati,1,DNF,0
NC,28,Paul  PietschPIE,Maserati,0,DNF,0
