Pos,No,Driver,Car,Time,Gap,Laps
1,63,George RussellRUS,Mercedes,1:42.514,,15
2,16,Charles LeclercLEC,Ferrari,1:42.527,+0.013s,17
3,4,Lando NorrisNOR,McLaren Mercedes,1:42.737,+0.223s,15
4,81,Oscar PiastriPIA,McLaren Mercedes,1:42.749,+0.235s,14
5,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:42.862,+0.348s,16
6,55,Carlos SainzSAI,Ferrari,1:42.968,+0.454s,17
7,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:43.024,+0.510s,16
8,23,Alexander AlbonALB,Williams Mercedes,1:43.194,+0.680s,14
9,43,Franco ColapintoCOL,Williams Mercedes,1:43.238,+0.724s,15
10,44,Lewis HamiltonHAM,Mercedes,1:43.301,+0.787s,13
11,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:43.474,+0.960s,15
12,22,Yuki TsunodaTSU,RB Honda RBPT,1:43.503,+0.989s,17
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:43.571,+1.057s,19
14,3,Daniel RicciardoRIC,RB Honda RBPT,1:43.870,+1.356s,18
15,10,Pierre GaslyGAS,Alpine Renault,1:43.876,+1.362s,15
16,27,Nico HulkenbergHUL,Haas Ferrari,1:44.164,+1.650s,13
17,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:44.187,+1.673s,18
18,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:44.869,+2.355s,20
19,31,Esteban OconOCO,Alpine Renault,,,1
20,50,Oliver BearmanBEA,Haas Ferrari,,,2
