Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,2:01.565,,4
2,81,Oscar PiastriPIA,McLaren Mercedes,2:02.998,+1.433s,4
3,10,Pierre GaslyGAS,Alpine Renault,2:03.175,+1.610s,5
4,4,Lando NorrisNOR,McLaren Mercedes,2:03.372,+1.807s,4
5,31,Esteban OconOCO,Alpine Renault,2:05.250,+3.685s,7
6,16,Charles LeclercLEC,Ferrari,2:06.033,+4.468s,4
7,18,Lance StrollSTR,Aston Martin Aramco Mercedes,2:06.037,+4.472s,4
8,77,Valtteri BottasBOT,Kick Sauber Ferrari,2:06.492,+4.927s,7
9,44,Lewis HamiltonHAM,Mercedes,2:06.751,+5.186s,3
10,11,Sergio PerezPER,Red Bull Racing Honda RBPT,2:07.103,+5.538s,3
11,23,Alexander AlbonALB,Williams Mercedes,2:07.443,+5.878s,3
12,27,Nico HulkenbergHUL,Haas Ferrari,2:08.040,+6.475s,5
13,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,2:08.071,+6.506s,4
14,3,Daniel RicciardoRIC,RB Honda RBPT,2:08.410,+6.845s,5
15,22,Yuki TsunodaTSU,RB Honda RBPT,2:09.444,+7.879s,7
16,24,Zhou GuanyuZHO,Kick Sauber Ferrari,2:11.109,+9.544s,7
17,2,Logan SargeantSAR,Williams Mercedes,2:11.220,+9.655s,3
18,63,George RussellRUS,Mercedes,,,2
19,55,Carlos SainzSAI,Ferrari,,,2
20,20,Kevin MagnussenMAG,Haas Ferrari,,,2
