Pos,No,Driver,Car,Time,Gap,Laps
1,4,Lando NorrisNOR,McLaren Mercedes,1:29.646,,16
2,63,George RussellRUS,Mercedes,1:30.125,+0.479s,19
3,81,Oscar PiastriPIA,McLaren Mercedes,1:30.431,+0.785s,16
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:30.540,+0.894s,16
5,16,Charles LeclercLEC,Ferrari,1:30.559,+0.913s,20
6,55,Carlos SainzSAI,Ferrari,1:30.807,+1.161s,20
7,44,Lewis HamiltonHAM,Mercedes,1:30.864,+1.218s,19
8,23,Alexander AlbonALB,Williams Mercedes,1:30.949,+1.303s,13
9,43,Franco ColapintoCOL,Williams Mercedes,1:30.989,+1.343s,15
10,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:31.082,+1.436s,23
11,22,Yuki TsunodaTSU,RB Honda RBPT,1:31.114,+1.468s,16
12,27,Nico HulkenbergHUL,Haas Ferrari,1:31.187,+1.541s,14
13,20,Kevin MagnussenMAG,Haas Ferrari,1:31.265,+1.619s,14
14,10,Pierre GaslyGAS,Alpine Renault,1:31.367,+1.721s,22
15,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:31.440,+1.794s,15
16,31,Esteban OconOCO,Alpine Renault,1:31.559,+1.913s,20
17,3,Daniel RicciardoRIC,RB Honda RBPT,1:31.561,+1.915s,17
18,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:31.719,+2.073s,24
19,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:32.098,+2.452s,17
20,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:32.652,+3.006s,19
