Pos,No,Driver,Car,Time,Gap,Laps
1,81,Oscar PiastriPIA,McLaren Mercedes,1:16.492,,18
2,4,Lando NorrisNOR,McLaren Mercedes,1:16.551,+0.059s,18
3,55,Carlos SainzSAI,Ferrari,1:16.832,+0.340s,21
4,1,Max VerstappenVER,Red Bull Racing Honda RBPT,1:17.003,+0.511s,26
5,44,Lewis HamiltonHAM,Mercedes,1:17.060,+0.568s,21
6,16,Charles LeclercLEC,Ferrari,1:17.232,+0.740s,24
7,22,Yuki TsunodaTSU,RB Honda RBPT,1:17.302,+0.810s,20
8,63,George RussellRUS,Mercedes,1:17.341,+0.849s,28
9,20,Kevin MagnussenMAG,Haas Ferrari,1:17.474,+0.982s,19
10,30,Liam LawsonLAW,RB Honda RBPT,1:17.494,+1.002s,23
11,23,Alexander AlbonALB,Williams Mercedes,1:17.511,+1.019s,19
12,77,Valtteri BottasBOT,Kick Sauber Ferrari,1:17.639,+1.147s,25
13,43,Franco ColapintoCOL,Williams Mercedes,1:17.712,+1.220s,18
14,11,Sergio PerezPER,Red Bull Racing Honda RBPT,1:17.787,+1.295s,19
15,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,1:17.798,+1.306s,23
16,27,Nico HulkenbergHUL,Haas Ferrari,1:17.819,+1.327s,20
17,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:17.900,+1.408s,26
18,31,Esteban OconOCO,Alpine Renault,1:18.324,+1.832s,19
19,24,Zhou GuanyuZHO,Kick Sauber Ferrari,1:18.428,+1.936s,18
20,10,Pierre GaslyGAS,Alpine Renault,1:18.454,+1.962s,20
