Pos,No,Driver,Car,Time
1,5,Jacky IckxICK,Ferrari,1:22.200
2,8,Emerson FittipaldiFIT,Lotus Ford,1:22.600
3,19,Peter   RevsonREV,McLaren Ford,1:22.700
4,1,Jackie StewartSTE,Tyrrell Ford,1:22.900
5,22,Tim   SchenkenSCH,Surtees Ford,1:23.200
6,11,Jean-Pierre BeltoiseBEL,BRM,1:23.400
7,21,Mike HailwoodHAI,Surtees Ford,1:23.500
8,3,Ronnie PetersonPET,March Ford,1:23.700
9,6,Arturo MerzarioMER,Ferrari,1:23.700
10,27,Carlos ReutemannREU,Brabham Ford,1:23.800
11,18,Denny HulmeHUL,McLaren Ford,1:23.900
12,2,Francois  Cevert CEV,Tyrrell Ford,1:23.900
13,25,Carlos PacePAC,March Ford,1:24.000
14,14,Jackie OliverOLI,BRM,1:24.400
15,9,Dave  Walker WAL,Lotus Ford,1:24.400
16,12,Peter  Gethin GET,BRM,1:24.500
17,17,Chris AmonAMO,Matra,1:24.600
18,30,Nanni  Galli GAL,Tecno,1:25.100
19,4,Niki LaudaLAU,March Ford,1:25.100
20,23,Andrea de Adamich DEA,Surtees Ford,1:25.200
21,26,Graham HillHIL,Brabham Ford,1:25.200
22,28,Wilson FittipaldiFIT,Brabham Ford,1:25.500
23,31,Mike  Beuttler BEU,Surtees Ford,1:25.600
24,29,Dave CharltonCHA,Lotus Ford,1:25.600
25,33,Rolf StommelenSTO,Eifelland Ford,1:26.300
26,24,Henri PescaroloPES,March Ford,1:27.400
