Pos,No,Driver,Car,Time
1,19,Peter   RevsonREV,McLaren Ford,1:13.600
2,18,Denny HulmeHUL,McLaren Ford,1:13.900
3,25,Ronnie PetersonPET,March Ford,1:14.000
4,5,Emerson FittipaldiFIT,Lotus Ford,1:14.400
5,1,Jackie StewartSTE,Tyrrell Ford,1:14.400
6,2,Francois  Cevert CEV,Tyrrell Ford,1:14.500
7,11,Clay RegazzoniREG,Ferrari,1:14.500
8,10,Jacky IckxICK,Ferrari,1:14.700
9,8,Carlos ReutemannREU,Brabham Ford,1:14.900
10,4,Chris AmonAMO,Matra,1:15.400
11,9,Wilson FittipaldiFIT,Brabham Ford,1:15.600
12,16,Peter  Gethin GET,BRM,1:15.700
13,22,Tim   SchenkenSCH,Surtees Ford,1:15.700
14,15,Howden  Ganley GAN,BRM,1:15.700
15,23,Andrea de Adamich DEA,Surtees Ford,1:15.900
16,6,Reine   WisellWIS,Lotus Ford,1:16.000
17,7,Graham HillHIL,Brabham Ford,1:16.200
18,29,Carlos PacePAC,March Ford,1:16.400
19,26,Niki LaudaLAU,March Ford,1:16.800
20,14,Jean-Pierre BeltoiseBEL,BRM,1:16.800
21,28,Henri PescaroloPES,March Ford,1:17.000
22,33,Skip  Barber BAR,March Ford,1:17.100
23,17,Bill   BrackBRA,BRM,1:17.900
24,27,Mike  Beuttler BEU,Surtees Ford,1:18.400
