Pos,No,Driver,Car,Time
1,8,Emerson FittipaldiFIT,Lotus Ford,1:21.400
2,6,Jacky IckxICK,Ferrari,1:21.600
3,7,Clay RegazzoniREG,Ferrari,1:21.900
4,17,Jean-Pierre BeltoiseBEL,BRM,1:22.500
5,18,Peter  Gethin GET,BRM,1:22.600
6,16,Chris AmonAMO,Matra,1:22.600
7,14,Denny HulmeHUL,McLaren Ford,1:22.700
8,1,Jackie StewartSTE,Tyrrell Ford,1:22.900
9,22,Henri PescaroloPES,March Ford,1:22.900
10,15,Brian   RedmanRED,McLaren Ford,1:23.100
11,11,Mike HailwoodHAI,Surtees Ford,1:23.700
12,2,Francois  Cevert CEV,Tyrrell Ford,1:23.800
13,10,Tim   SchenkenSCH,Surtees Ford,1:23.900
14,9,Dave  Walker WAL,Lotus Ford,1:24.000
15,3,Ronnie PetersonPET,March Ford,1:24.100
16,28,Reine   WisellWIS,BRM,1:24.400
17,26,Helmut  Marko MAR,BRM,1:24.600
18,12,Andrea de Adamich DEA,Surtees Ford,1:24.700
19,20,Graham HillHIL,Brabham Ford,1:24.700
20,19,Howden  Ganley GAN,BRM,1:24.700
21,21,Wilson FittipaldiFIT,Brabham Ford,1:25.200
22,4,Niki LaudaLAU,March Ford,1:25.600
23,5,Mike  Beuttler BEU,Surtees Ford,1:26.500
24,23,Carlos PacePAC,March Ford,1:26.600
25,27,Rolf StommelenSTO,Eifelland Ford,1:29.500
