Pos,No,Driver,Car,Time
1,1,Jackie StewartSTE,Tyrrell Ford,1:40.481
2,20,Peter   RevsonREV,McLaren Ford,1:40.527
3,19,Denny HulmeHUL,McLaren Ford,1:41.084
4,2,Francois  Cevert CEV,Tyrrell Ford,1:41.445
5,29,Carlos ReutemannREU,Brabham Ford,1:41.692
6,8,Clay RegazzoniREG,Ferrari,1:41.951
7,18,Chris AmonAMO,Matra,1:41.979
8,21,Jody ScheckterSCH,McLaren Ford,1:42.058
9,10,Emerson FittipaldiFIT,Lotus Ford,1:42.400
10,9,Mario AndrettiAND,Ferrari,1:42.482
11,3,Patrick DepaillerDEP,Tyrrell Ford,1:42.521
12,7,Jacky IckxICK,Ferrari,1:42.597
13,30,Wilson FittipaldiFIT,Brabham Ford,1:42.766
14,23,Mike HailwoodHAI,Surtees Ford,1:43.204
15,27,Carlos PacePAC,March Ford,1:43.319
16,12,Reine   WisellWIS,Lotus Ford,1:43.543
17,16,Howden  Ganley GAN,BRM,1:44.075
18,17,Jean-Pierre BeltoiseBEL,BRM,1:44.240
19,25,Andrea de Adamich DEA,Surtees Ford,1:44.279
20,33,Skip  Barber BAR,March Ford,1:44.280
21,6,Mike  Beuttler BEU,March Ford,1:44.369
22,26,Henri PescaroloPES,March Ford,1:44.433
23,34,Sam   PoseyPOS,Surtees Ford,1:44.525
24,15,Brian   RedmanRED,BRM,1:44.925
25,5,Niki LaudaLAU,March Ford,1:45.290
26,4,Ronnie PetersonPET,March Ford,1:46.142
27,28,Graham HillHIL,Brabham Ford,1:46.313
28,14,Peter  Gethin GET,BRM,1:46.599
29,31,Derek BellBEL,Tecno,1:47.023
30,11,Dave  Walker WAL,Lotus Ford,1:50.600
31,22,Tim   SchenkenSCH,Surtees Ford,1:57.674
