Pos,No,Driver,Car,Time
1,2,Carlos ReutemannREU,Brabham Ford,1:12.460
2,21,Jackie StewartSTE,Tyrrell Ford,1:12.680
3,18,Peter   RevsonREV,McLaren Ford,1:12.740
4,17,Denny HulmeHUL,McLaren Ford,1:12.990
5,11,Emerson FittipaldiFIT,Lotus Ford,1:13.280
6,9,Clay RegazzoniREG,Ferrari,1:13.280
7,22,Francois  Cevert CEV,Tyrrell Ford,1:13.390
8,8,Jacky IckxICK,Ferrari,1:13.500
9,10,Mario AndrettiAND,Ferrari,1:13.610
10,14,Ronnie PetersonPET,March Ford,1:14.060
11,19,Tim   SchenkenSCH,Surtees Ford,1:14.170
12,16,Chris AmonAMO,Matra,1:14.280
13,3,Howden  Ganley GAN,BRM,1:14.280
14,20,Andrea de Adamich DEA,Surtees Ford,1:14.340
15,23,Henri PescaroloPES,March Ford,1:14.490
16,1,Graham HillHIL,Brabham Ford,1:14.520
17,4,Reine   WisellWIS,BRM,1:14.520
18,5,Peter  Gethin GET,BRM,1:15.110
19,7,Helmut  Marko MAR,BRM,1:15.530
20,12,Dave  Walker WAL,Lotus Ford,1:15.550
21,6,Alex  Soler-Roig SOL,BRM,1:15.660
22,15,Niki LaudaLAU,March Ford,1:15.920
