Pos,No,Driver,Car,Time
1,4,Jacky IckxICK,Ferrari,1:18.430
2,11,Denny HulmeHUL,McLaren Ford,1:19.180
3,5,Emerson FittipaldiFIT,Lotus Ford,1:19.260
4,1,Jackie StewartSTE,Tyrrell Ford,1:19.330
5,7,Mario AndrettiAND,Ferrari,1:19.390
6,9,Chris AmonAMO,Matra,1:19.520
7,19,Jean-Pierre BeltoiseBEL,BRM,1:19.570
8,6,Clay RegazzoniREG,Ferrari,1:19.710
9,2,Ronnie PetersonPET,March Ford,1:19.860
10,10,Reine   WisellWIS,BRM,1:19.890
11,20,Peter   RevsonREV,McLaren Ford,1:20.110
12,3,Francois  Cevert CEV,Tyrrell Ford,1:20.500
13,26,Andrea de Adamich DEA,Surtees Ford,1:20.790
14,22,Wilson FittipaldiFIT,Brabham Ford,1:20.830
15,15,Mike HailwoodHAI,Surtees Ford,1:20.970
16,29,Carlos PacePAC,March Ford,1:21.000
17,16,Rolf StommelenSTO,Eifelland Ford,1:21.040
18,12,Tim   SchenkenSCH,Surtees Ford,1:21.060
19,14,Henri PescaroloPES,March Ford,1:21.240
20,25,Howden  Ganley GAN,BRM,1:21.430
21,8,Peter  Gethin GET,BRM,1:22.430
22,28,Alex  Soler-Roig SOL,BRM,1:22.570
23,18,Graham HillHIL,Brabham Ford,1:22.590
24,21,Dave  Walker WAL,Lotus Ford,1:22.740
25,24,Niki LaudaLAU,March Ford,1:24.960
