Pos,No,Driver,Car,Time
1,9,Chris AmonAMO,Matra,2:53.400
2,2,Denny HulmeHUL,McLaren Ford,2:54.200
3,4,Jackie StewartSTE,Tyrrell Ford,2:55.000
4,3,Jacky IckxICK,Ferrari,2:55.100
5,27,Tim   SchenkenSCH,Surtees Ford,2:57.200
6,25,Helmut  Marko MAR,BRM,2:57.300
7,7,Francois  Cevert CEV,Tyrrell Ford,2:58.100
8,1,Emerson FittipaldiFIT,Lotus Ford,2:58.100
9,12,Ronnie PetersonPET,March Ford,2:58.200
10,26,Mike HailwoodHAI,Surtees Ford,2:58.300
11,17,Carlos PacePAC,March Ford,2:58.600
12,28,Andrea de Adamich DEA,Surtees Ford,2:59.100
13,11,Brian   RedmanRED,Surtees Ford,2:59.400
14,19,Wilson FittipaldiFIT,Brabham Ford,2:59.500
15,10,Rolf StommelenSTO,Eifelland Ford,2:59.600
16,8,Patrick DepaillerDEP,Tyrrell Ford,2:59.600
17,20,Carlos ReutemannREU,Brabham Ford,3:00.700
18,24,Reine   WisellWIS,BRM,3:00.700
19,30,Nanni  Galli GAL,Ferrari,3:00.700
20,18,Graham HillHIL,Brabham Ford,3:03.000
21,14,Niki LaudaLAU,March Ford,3:03.100
22,6,Dave  Walker WAL,Lotus Ford,3:04.700
23,15,Mike  Beuttler BEU,Surtees Ford,3:05.900
24,5,Jean-Pierre BeltoiseBEL,BRM,
