Pos,No,Driver,Car,Time
1,32,Emerson FittipaldiFIT,Lotus Ford,1:11.430
2,30,Clay RegazzoniREG,Ferrari,1:11.580
3,9,Denny HulmeHUL,McLaren Ford,1:11.800
4,29,Jacky IckxICK,Ferrari,1:11.840
5,8,Francois  Cevert CEV,Tyrrell Ford,1:11.930
6,23,Jean-Pierre BeltoiseBEL,BRM,1:12.120
7,10,Peter   RevsonREV,McLaren Ford,1:12.190
8,34,Mike HailwoodHAI,Surtees Ford,1:12.350
9,19,Carlos ReutemannREU,Brabham Ford,1:12.500
10,36,Andrea de Adamich DEA,Surtees Ford,1:12.540
11,16,Carlos PacePAC,March Ford,1:12.640
12,33,Dave  Walker WAL,Lotus Ford,1:12.760
13,5,Chris AmonAMO,Matra,1:12.800
14,11,Ronnie PetersonPET,March Ford,1:13.000
15,25,Howden  Ganley GAN,BRM,1:13.010
16,17,Graham HillHIL,Brabham Ford,1:13.100
17,24,Peter  Gethin GET,BRM,1:13.150
18,18,Wilson FittipaldiFIT,Brabham Ford,1:13.200
19,15,Henri PescaroloPES,March Ford,1:13.400
20,6,Rolf StommelenSTO,Eifelland Ford,1:13.430
21,35,Tim   SchenkenSCH,Surtees Ford,1:13.600
22,14,Mike  Beuttler BEU,Surtees Ford,1:13.700
23,27,Helmut  Marko MAR,BRM,1:14.100
24,22,Nanni  Galli GAL,Tecno,1:14.600
25,12,Niki LaudaLAU,March Ford,1:16.500
