Pos,No,Driver,Car,Time
1,4,Jacky IckxICK,Ferrari,1:35.650
2,20,Chris AmonAMO,Matra,1:35.690
3,1,Jackie StewartSTE,Tyrrell Ford,1:35.790
4,5,Clay RegazzoniREG,Ferrari,1:35.830
5,14,Denny HulmeHUL,McLaren Ford,1:35.970
6,6,Emerson FittipaldiFIT,Lotus Ford,1:36.290
7,3,Mario AndrettiAND,Ferrari,1:36.320
8,15,Peter   RevsonREV,McLaren Ford,1:36.420
9,10,Mike HailwoodHAI,Surtees Ford,1:36.500
10,24,Reine   WisellWIS,BRM,1:36.680
11,30,Carlos ReutemannREU,Brabham Ford,1:37.120
12,23,Peter  Gethin GET,BRM,1:37.210
13,28,Graham HillHIL,Brabham Ford,1:37.610
14,2,Francois  Cevert CEV,Tyrrell Ford,1:37.790
15,29,Wilson FittipaldiFIT,Brabham Ford,1:37.820
16,21,Jean-Pierre BeltoiseBEL,BRM,1:37.860
17,22,Howden  Ganley GAN,BRM,1:37.910
18,26,Carlos PacePAC,March Ford,1:37.980
19,7,John SurteesSUR,Surtees Ford,1:38.310
20,18,Niki LaudaLAU,March Ford,1:38.520
21,9,Andrea de Adamich DEA,Surtees Ford,1:38.600
22,8,Tim   SchenkenSCH,Surtees Ford,1:38.610
23,11,Nanni  Galli GAL,Tecno,1:38.640
24,19,Ronnie PetersonPET,March Ford,1:38.700
25,16,Mike  Beuttler BEU,Surtees Ford,1:39.730
