Pos,No,Driver,Car,Time
1,31,Emerson FittipaldiFIT,Lotus Ford,1:35.970
2,19,Clay RegazzoniREG,Ferrari,1:36.040
3,1,Jackie StewartSTE,Tyrrell Ford,1:36.350
4,14,Peter   RevsonREV,McLaren Ford,1:36.630
5,17,Carlos ReutemannREU,Brabham Ford,1:37.150
6,10,Chris AmonAMO,Matra,1:37.160
7,12,Denny HulmeHUL,McLaren Ford,1:37.200
8,24,Tim   SchenkenSCH,Surtees Ford,1:37.250
9,18,Jacky IckxICK,Ferrari,1:37.330
10,9,Howden  Ganley GAN,BRM,1:37.550
11,5,Ronnie PetersonPET,March Ford,1:37.580
12,25,Mike HailwoodHAI,Surtees Ford,1:37.770
13,11,Andrea de Adamich DEA,Surtees Ford,1:38.080
14,16,Graham HillHIL,Brabham Ford,1:38.140
15,28,Wilson FittipaldiFIT,Brabham Ford,1:38.250
16,6,Peter  Gethin GET,BRM,1:38.480
17,27,Rolf StommelenSTO,Eifelland Ford,1:38.620
18,23,Carlos PacePAC,March Ford,1:38.620
19,21,Dave  Walker WAL,Lotus Ford,1:38.810
20,2,Francois  Cevert CEV,Tyrrell Ford,1:38.850
21,7,Jean-Pierre BeltoiseBEL,BRM,1:38.890
22,4,Niki LaudaLAU,March Ford,1:39.040
23,15,Nanni  Galli GAL,Tecno,1:39.130
24,3,Mike  Beuttler BEU,Surtees Ford,1:39.920
25,29,Francois  MigaultMIG,Connew Ford,1:43.880
