Pos,No,Driver,Car,Time
1,4,Jacky IckxICK,Ferrari,7:07.000
2,1,Jackie StewartSTE,Tyrrell Ford,7:08.700
3,2,Emerson FittipaldiFIT,Lotus Ford,7:09.900
4,10,Ronnie PetersonPET,March Ford,7:11.600
5,7,Francois  Cevert CEV,Tyrrell Ford,7:12.200
6,12,Carlos ReutemannREU,Brabham Ford,7:12.400
7,9,Clay RegazzoniREG,Ferrari,7:13.400
8,8,Chris AmonAMO,Matra,7:13.900
9,20,Henri PescaroloPES,March Ford,7:14.400
10,3,Denny HulmeHUL,McLaren Ford,7:14.500
11,21,Carlos PacePAC,March Ford,7:16.600
12,15,Tim   SchenkenSCH,Surtees Ford,7:17.200
13,6,Jean-Pierre BeltoiseBEL,BRM,7:17.300
14,22,Rolf StommelenSTO,Eifelland Ford,7:17.500
15,11,Graham HillHIL,Brabham Ford,7:18.400
16,14,Mike HailwoodHAI,Surtees Ford,7:21.000
17,18,Reine   WisellWIS,BRM,7:21.400
18,17,Howden  Ganley GAN,BRM,7:22.300
19,5,Brian   RedmanRED,McLaren Ford,7:23.200
20,16,Andrea de Adamich DEA,Surtees Ford,7:23.700
21,26,Wilson FittipaldiFIT,Brabham Ford,7:24.800
22,19,Arturo MerzarioMER,Ferrari,7:25.900
23,25,Dave  Walker WAL,Lotus Ford,7:29.500
24,23,Niki LaudaLAU,March Ford,7:32.200
25,27,Derek BellBEL,Tecno,7:33.300
26,29,Dave CharltonCHA,Lotus Ford,7:34.100
27,28,Mike  Beuttler BEU,Surtees Ford,7:35.900
