Pos,No,Driver,Car,Time
1,1,Jackie StewartSTE,Tyrrell Ford,1:17.000
2,6,Clay RegazzoniREG,Ferrari,1:17.300
3,8,Emerson FittipaldiFIT,Lotus Ford,1:17.400
4,17,Mike HailwoodHAI,Surtees Ford,1:17.400
5,12,Denny HulmeHUL,McLaren Ford,1:17.400
6,7,Mario AndrettiAND,Ferrari,1:17.500
7,5,Jacky IckxICK,Ferrari,1:17.700
8,2,Francois  Cevert CEV,Tyrrell Ford,1:17.800
9,3,Ronnie PetersonPET,March Ford,1:17.800
10,16,Tim   SchenkenSCH,Surtees Ford,1:17.800
11,10,Jean-Pierre BeltoiseBEL,BRM,1:17.900
12,14,Peter   RevsonREV,McLaren Ford,1:18.000
13,15,Chris AmonAMO,Matra,1:18.000
14,19,Graham HillHIL,Brabham Ford,1:18.100
15,20,Carlos ReutemannREU,Brabham Ford,1:18.200
16,23,Howden  Ganley GAN,BRM,1:18.300
17,26,Dave CharltonCHA,Lotus Ford,1:18.500
18,11,Peter  Gethin GET,BRM,1:18.700
19,9,Dave  Walker WAL,Lotus Ford,1:18.700
20,18,Andrea de Adamich DEA,Surtees Ford,1:18.900
21,4,Niki LaudaLAU,March Ford,1:18.900
22,21,Henri PescaroloPES,March Ford,1:19.000
23,24,Helmut  Marko MAR,BRM,1:19.100
24,22,Carlos PacePAC,March Ford,1:20.300
25,25,Rolf StommelenSTO,Eifelland Ford,1:20.400
26,27,John LoveLOV,Surtees Ford,1:21.000
