Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,18,Lance StrollSTR,Williams Mercedes,11,17:23:10,21.613,21.613
1,2,Stoffel VandoorneVAN,McLaren Honda,12,17:24:58,22.125,22.125
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,14,17:27:48,21.269,21.269
1,7,Kimi RäikkönenRAI,Ferrari,15,17:29:30,21.609,21.609
1,11,Sergio PerezPER,Force India Mercedes,16,17:31:34,21.869,21.869
1,27,Nico HulkenbergHUL,Renault,17,17:33:10,29.724,29.724
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,19,17:36:18,23.477,23.477
1,5,Sebastian VettelVET,Ferrari,20,17:37:57,21.221,21.221
1,77,Valtteri BottasBOT,Mercedes,21,17:39:31,21.478,21.478
1,14,Fernando AlonsoALO,McLaren Honda,21,17:40:31,22.541,22.541
1,19,Felipe MassaMAS,Williams Mercedes,22,17:42:15,21.449,21.449
1,20,Kevin MagnussenMAG,Haas Ferrari,22,17:42:42,21.875,21.875
1,44,Lewis HamiltonHAM,Mercedes,24,17:44:41,21.274,21.274
1,28,Brendon HartleyHAR,Toro Rosso,26,17:49:52,21.598,21.598
1,94,Pascal WehrleinWEH,Sauber Ferrari,28,17:53:13,22.959,22.959
2,18,Lance StrollSTR,Williams Mercedes,29,17:55:13,21.543,43.156
1,10,Pierre GaslyGAS,Toro Rosso,30,17:56:53,21.519,21.519
1,9,Marcus EricssonERI,Sauber Ferrari,30,17:56:57,22.176,22.176
1,31,Esteban OconOCO,Force India Mercedes,31,17:57:47,21.865,21.865
1,55,Carlos SainzSAI,Renault,31,17:57:49,21.956,21.956
1,8,Romain GrosjeanGRO,Haas Ferrari,32,17:59:52,21.850,21.850
3,18,Lance StrollSTR,Williams Mercedes,35,18:06:11,21.908,1:05.064
