Pos,No,Driver,Car,Time
1,28,Gerhard BergerBER,Ferrari,1:17.267
2,1,Alain ProstPRO,McLaren TAG,1:17.967
3,6,Nelson PiquetPIQ,Williams Honda,1:18.017
4,12,Ayrton SennaSEN,Lotus Honda,1:18.488
5,20,Thierry BoutsenBOU,Benetton Ford,1:18.523
6,27,Michele AlboretoALB,Ferrari,1:18.578
7,5,Riccardo PatresePAT,Williams Honda,1:18.813
8,2,Stefan JohanssonJOH,McLaren TAG,1:18.826
9,19,Teo FabiFAB,Benetton Ford,1:19.461
10,8,Andrea de CesarisDEC,Brabham BMW,1:19.590
11,18,Eddie  CheeverCHE,Arrows Megatron,1:20.187
12,17,Derek WarwickWAR,Arrows Megatron,1:20.638
13,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:20.701
14,11,Satoru NakajimaNAK,Lotus Honda,1:20.891
15,7,Stefano ModenaMOD,Brabham BMW,1:21.014
16,9,Martin BrundleBRU,Zakspeed,1:21.483
17,30,Philippe AlliotALL,Lola Ford,1:21.888
18,4,Philippe StreiffSTR,Tyrrell Ford,1:21.971
19,3,Jonathan  PalmerPAL,Tyrrell Ford,1:22.087
20,25,Rene ArnouxARN,Ligier Megatron,1:22.303
21,29,Yannick DalmasDAL,Lola Ford,1:22.650
22,26,Piercarlo GhinzaniGHI,Ligier Megatron,1:22.689
23,16,Ivan CapelliCAP,March Ford,1:22.698
24,10,Christian DannerDAN,Zakspeed,1:22.736
25,14,Roberto MorenoMOR,AGS Ford,1:23.659
26,23,Adrian CamposCAM,Minardi Motori Moderni,1:24.121
