Pos,No,Driver,Car,Time
1,6,Nelson PiquetPIQ,Williams Honda,1:22.461
2,5,Nigel MansellMAN,Williams Honda,1:23.081
3,28,Gerhard BergerBER,Ferrari,1:23.164
4,27,Michele AlboretoALB,Ferrari,1:24.192
5,12,Ayrton SennaSEN,Lotus Honda,1:24.320
6,19,Teo FabiFAB,Benetton Ford,1:24.523
7,1,Alain ProstPRO,McLaren TAG,1:24.596
8,20,Thierry BoutsenBOU,Benetton Ford,1:25.295
9,7,Riccardo PatresePAT,Brabham BMW,1:25.335
10,8,Andrea de CesarisDEC,Brabham BMW,1:25.811
11,2,Stefan JohanssonJOH,McLaren TAG,1:26.147
12,17,Derek WarwickWAR,Arrows Megatron,1:26.728
13,18,Eddie  CheeverCHE,Arrows Megatron,1:27.062
14,25,Rene ArnouxARN,Ligier Megatron,1:28.241
15,4,Philippe StreiffSTR,Tyrrell Ford,1:28.330
16,3,Jonathan  PalmerPAL,Tyrrell Ford,1:28.353
17,30,Philippe AlliotALL,Lola Ford,1:28.361
18,11,Satoru NakajimaNAK,Lotus Honda,1:28.367
19,16,Ivan CapelliCAP,March Ford,1:28.477
20,9,Martin BrundleBRU,Zakspeed,1:28.597
21,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:28.602
22,10,Christian DannerDAN,Zakspeed,1:28.667
23,26,Piercarlo GhinzaniGHI,Ligier Megatron,1:29.066
24,23,Adrian CamposCAM,Minardi Motori Moderni,1:29.538
25,14,Pascal FabreFAB,AGS Ford,1:30.694
26,32,Nicola LariniLAR,Coloni Ford,1:30.982
