Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,56,1:31:07.490,10
2,3,Juan Pablo MontoyaMOY,Williams BMW,56,+5.022s,8
3,9,Jenson ButtonBUT,BAR Honda,56,+11.568s,6
4,2,Rubens BarrichelloBAR,Ferrari,56,+13.616s,5
5,7,Jarno TrulliTRU,Renault,56,+37.360s,4
6,5,David CoulthardCOU,McLaren Mercedes,56,+53.098s,3
7,8,Fernando AlonsoALO,Renault,56,+67.877s,2
8,12,Felipe MassaMAS,Sauber Petronas,55,+1 lap,1
9,16,Cristiano da MattaDAM,Toyota,55,+1 lap,0
10,15,Christian KlienKLI,Jaguar Cosworth,55,+1 lap,0
11,11,Giancarlo FisichellaFIS,Sauber Petronas,55,+1 lap,0
12,17,Olivier PanisPAN,Toyota,55,+1 lap,0
13,19,Giorgio PantanoPAN,Jordan Ford,54,+2 laps,0
14,20,Gianmaria BruniBRU,Minardi Cosworth,53,+3 laps,0
15,10,Takuma SatoSAT,BAR Honda,52,DNF,0
16,21,Zsolt BaumgartnerBAU,Minardi Cosworth,52,+4 laps,0
NC,6,Kimi RäikkönenRAI,McLaren Mercedes,40,DNF,0
NC,18,Nick HeidfeldHEI,Jordan Ford,34,DNF,0
NC,4,Ralf SchumacherRSC,Williams BMW,27,DNF,0
NC,14,Mark WebberWEB,Jaguar Cosworth,23,DNF,0
