Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,60,1:32:35.101,10
2,2,Rubens BarrichelloBAR,Ferrari,60,+17.989s,8
3,9,Jenson ButtonBUT,BAR Honda,60,+22.533s,6
4,7,Jarno TrulliTRU,Renault,60,+53.673s,5
5,8,Fernando AlonsoALO,Renault,60,+60.987s,4
6,11,Giancarlo FisichellaFIS,Sauber Petronas,60,+73.448s,3
7,14,Mark WebberWEB,Jaguar Cosworth,60,+76.206s,2
8,3,Juan Pablo MontoyaMOY,Williams BMW,59,+1 lap,1
9,12,Felipe MassaMAS,Sauber Petronas,59,+1 lap,0
10,18,Nick HeidfeldHEI,Jordan Ford,59,+1 lap,0
11,17,Olivier PanisPAN,Toyota,59,+1 lap,0
12,15,Christian KlienKLI,Jaguar Cosworth,59,+1 lap,0
13,19,Giorgio PantanoPAN,Jordan Ford,58,+2 laps,0
14,20,Gianmaria BruniBRU,Minardi Cosworth,57,+3 laps,0
15,21,Zsolt BaumgartnerBAU,Minardi Cosworth,57,+3 laps,0
NC,10,Takuma SatoSAT,BAR Honda,47,DNF,0
NC,5,David CoulthardCOU,McLaren Mercedes,25,DNF,0
NC,6,Kimi RäikkönenRAI,McLaren Mercedes,9,DNF,0
NC,4,Ralf SchumacherRSC,Williams BMW,0,DNF,0
NC,16,Cristiano da MattaDAM,Toyota,0,DNF,0
