Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,62,1:26:19.670,10
2,9,Jenson ButtonBUT,BAR Honda,62,+9.702s,8
3,3,Juan Pablo MontoyaMOY,Williams BMW,62,+21.617s,6
4,8,Fernando AlonsoALO,Renault,62,+23.654s,5
5,7,Jarno TrulliTRU,Renault,62,+36.216s,4
6,2,Rubens BarrichelloBAR,Ferrari,62,+36.683s,3
7,4,Ralf SchumacherRSC,Williams BMW,62,+55.730s,2
8,6,Kimi RäikkönenRAI,McLaren Mercedes,61,+1 lap,1
9,11,Giancarlo FisichellaFIS,Sauber Petronas,61,+1 lap,0
10,12,Felipe MassaMAS,Sauber Petronas,61,+1 lap,0
11,17,Olivier PanisPAN,Toyota,61,+1 lap,0
12,5,David CoulthardCOU,McLaren Mercedes,61,+1 lap,0
13,14,Mark WebberWEB,Jaguar Cosworth,61,+1 lap,0
14,15,Christian KlienKLI,Jaguar Cosworth,60,+2 laps,0
15,21,Zsolt BaumgartnerBAU,Minardi Cosworth,58,+4 laps,0
16,10,Takuma SatoSAT,BAR Honda,56,DNF,0
NC,18,Nick HeidfeldHEI,Jordan Ford,48,DNF,0
NC,16,Cristiano da MattaDAM,Toyota,32,DNF,0
NC,20,Gianmaria BruniBRU,Minardi Cosworth,22,DNF,0
NC,19,Giorgio PantanoPAN,Jordan Ford,6,DNF,0
