Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,70,1:35:26.131,10
2,2,Rubens BarrichelloBAR,Ferrari,70,+4.696s,8
3,8,Fernando AlonsoALO,Renault,70,+44.599s,6
4,3,Juan Pablo MontoyaMOY,Williams BMW,70,+62.613s,5
5,9,Jenson ButtonBUT,BAR Honda,70,+67.439s,4
6,10,Takuma SatoSAT,BAR Honda,69,+1 lap,3
7,4,Antonio PizzoniaPIZ,Williams BMW,69,+1 lap,2
8,11,Giancarlo FisichellaFIS,Sauber Petronas,69,+1 lap,1
9,5,David CoulthardCOU,McLaren Mercedes,69,+1 lap,0
10,14,Mark WebberWEB,Jaguar Cosworth,69,+1 lap,0
11,17,Olivier PanisPAN,Toyota,69,+1 lap,0
12,18,Nick HeidfeldHEI,Jordan Ford,68,+2 laps,0
13,15,Christian KlienKLI,Jaguar Cosworth,68,+2 laps,0
14,20,Gianmaria BruniBRU,Minardi Cosworth,66,+4 laps,0
15,21,Zsolt BaumgartnerBAU,Minardi Cosworth,65,+5 laps,0
NC,19,Giorgio PantanoPAN,Jordan Ford,48,DNF,0
NC,7,Jarno TrulliTRU,Renault,41,DNF,0
NC,16,Ricardo ZontaZON,Toyota,31,DNF,0
NC,12,Felipe MassaMAS,Sauber Petronas,21,DNF,0
NC,6,Kimi RäikkönenRAI,McLaren Mercedes,13,DNF,0
