Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,73,1:40:29.914,10
2,2,Rubens BarrichelloBAR,Ferrari,73,+2.950s,8
3,10,Takuma SatoSAT,BAR Honda,73,+22.036s,6
4,7,Jarno TrulliTRU,Renault,73,+34.544s,5
5,17,Olivier PanisPAN,Toyota,73,+37.534s,4
6,6,Kimi RäikkönenRAI,McLaren Mercedes,72,+1 lap,3
7,5,David CoulthardCOU,McLaren Mercedes,72,+1 lap,2
8,21,Zsolt BaumgartnerBAU,Minardi Cosworth,70,+3 laps,1
9,11,Giancarlo FisichellaFIS,Sauber Petronas,65,DNF,0
NC,14,Mark WebberWEB,Jaguar Cosworth,60,DNF,0
NC,18,Nick HeidfeldHEI,Jordan Ford,43,DNF,0
NC,9,Jenson ButtonBUT,BAR Honda,26,DNF,0
NC,16,Cristiano da MattaDAM,Toyota,17,DNF,0
NC,4,Ralf SchumacherRSC,Williams BMW,9,DNF,0
NC,8,Fernando AlonsoALO,Renault,8,DNF,0
NC,15,Christian KlienKLI,Jaguar Cosworth,0,DNF,0
NC,12,Felipe MassaMAS,Sauber Petronas,0,DNF,0
NC,19,Giorgio PantanoPAN,Jordan Ford,0,DNF,0
NC,20,Gianmaria BruniBRU,Minardi Cosworth,0,DNF,0
