Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Kimi RäikkönenRAI,McLaren Mercedes,44,1:32:35.274,10
2,1,Michael SchumacherMSC,Ferrari,44,+3.132s,8
3,2,Rubens BarrichelloBAR,Ferrari,44,+4.371s,6
4,12,Felipe MassaMAS,Sauber Petronas,44,+12.504s,5
5,11,Giancarlo FisichellaFIS,Sauber Petronas,44,+14.104s,4
6,15,Christian KlienKLI,Jaguar Cosworth,44,+14.614s,3
7,5,David CoulthardCOU,McLaren Mercedes,44,+17.970s,2
8,17,Olivier PanisPAN,Toyota,44,+18.693s,1
9,7,Jarno TrulliTRU,Renault,44,+22.115s,0
10,16,Ricardo ZontaZON,Toyota,41,DNF,0
11,18,Nick HeidfeldHEI,Jordan Ford,40,+4 laps,0
NC,3,Juan Pablo MontoyaMOY,Williams BMW,37,DNF,0
NC,4,Antonio PizzoniaPIZ,Williams BMW,31,DNF,0
NC,9,Jenson ButtonBUT,BAR Honda,29,DNF,0
NC,21,Zsolt BaumgartnerBAU,Minardi Cosworth,28,DNF,0
NC,8,Fernando AlonsoALO,Renault,11,DNF,0
NC,14,Mark WebberWEB,Jaguar Cosworth,0,DNF,0
NC,10,Takuma SatoSAT,BAR Honda,0,DNF,0
NC,20,Gianmaria BruniBRU,Minardi Cosworth,0,DNF,0
NC,19,Giorgio PantanoPAN,Jordan Ford,0,DNF,0
