Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,57,1:28:34.875,10
2,2,Rubens BarrichelloBAR,Ferrari,57,+1.367s,8
3,9,Jenson ButtonBUT,BAR Honda,57,+26.687s,6
4,7,Jarno TrulliTRU,Renault,57,+32.214s,5
5,10,Takuma SatoSAT,BAR Honda,57,+52.460s,4
6,8,Fernando AlonsoALO,Renault,57,+53.156s,3
7,4,Ralf SchumacherRSC,Williams BMW,57,+58.155s,2
8,14,Mark WebberWEB,Jaguar Cosworth,56,+1 lap,1
9,17,Olivier PanisPAN,Toyota,56,+1 lap,0
10,16,Cristiano da MattaDAM,Toyota,56,+1 lap,0
11,11,Giancarlo FisichellaFIS,Sauber Petronas,56,+1 lap,0
12,12,Felipe MassaMAS,Sauber Petronas,56,+1 lap,0
13,3,Juan Pablo MontoyaMOY,Williams BMW,56,+1 lap,0
14,15,Christian KlienKLI,Jaguar Cosworth,56,+1 lap,0
15,18,Nick HeidfeldHEI,Jordan Ford,56,+1 lap,0
16,19,Giorgio PantanoPAN,Jordan Ford,55,+2 laps,0
17,20,Gianmaria BruniBRU,Minardi Cosworth,52,+5 laps,0
NC,5,David CoulthardCOU,McLaren Mercedes,50,DNF,0
NC,21,Zsolt BaumgartnerBAU,Minardi Cosworth,44,DNF,0
NC,6,Kimi RäikkönenRAI,McLaren Mercedes,7,DNF,0
