Pos,No,Driver,Car,Time,Gap,Laps
1,0,Damon HillHIL,Williams Renault,1:45.497,,18
2,5,Michael SchumacherMSC,Benetton Ford,1:45.830,+0.333s,19
3,28,Gerhard BergerBER,Ferrari,1:46.081,+0.584s,14
4,2,David CoulthardCOU,Williams Renault,1:46.310,+0.813s,18
5,27,Jean AlesiALE,Ferrari,1:46.312,+0.815s,16
6,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:46.991,+1.494s,19
7,14,Rubens BarrichelloBAR,Jordan Hart,1:47.027,+1.530s,15
8,15,Eddie IrvineIRV,Jordan Hart,1:47.138,+1.641s,20
9,4,Mark BlundellBLU,Tyrrell Yamaha,1:47.404,+1.907s,16
10,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:47.518,+2.021s,21
11,6,Jos VerstappenVER,Benetton Ford,1:47.593,+2.096s,18
12,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:47.981,+2.484s,17
13,7,Mika HakkinenHAK,McLaren Peugeot,1:48.095,+2.598s,21
14,8,Martin BrundleBRU,McLaren Peugeot,1:48.268,+2.771s,13
15,10,Gianni MorbidelliMOR,Footwork Ford,1:48.419,+2.922s,18
16,29,Andrea de CesarisDEC,Sauber Mercedes,1:48.499,+3.002s,18
17,9,Christian FittipaldiFIT,Footwork Ford,1:48.986,+3.489s,14
18,23,Pierluigi MartiniMAR,Minardi Ford,1:49.094,+3.597s,12
19,20,Erik ComasCOM,Larrousse Ford,1:49.259,+3.762s,18
20,19,Olivier BerettaBER,Larrousse Ford,1:49.545,+4.048s,14
21,26,Olivier PanisPAN,Ligier Renault,1:49.566,+4.069s,20
22,24,Michele AlboretoALB,Minardi Ford,1:49.614,+4.117s,18
23,25,Eric BernardBER,Ligier Renault,1:49.735,+4.238s,11
24,12,Johnny HerbertHER,Lotus Mugen Honda,1:50.042,+4.545s,12
25,31,David BrabhamBRA,Simtek Ford,1:51.216,+5.719s,15
26,32,Jean-Marc GounonGOU,Simtek Ford,1:52.104,+6.607s,7
27,34,Bertrand GachotGAC,Pacific Ilmor,1:54.597,+9.100s,11
28,33,Paul BelmondoBEL,Pacific Ilmor,1:55.756,+10.259s,11
