Pos,No,Driver,Car,Time,Gap,Laps
1,0,Damon HillHIL,Williams Renault,2:04.700,,13
2,27,Jean AlesiALE,Ferrari,2:04.854,+0.154s,14
3,8,Martin BrundleBRU,McLaren Peugeot,2:06.646,+1.946s,17
4,7,Mika HakkinenHAK,McLaren Peugeot,2:06.888,+2.188s,8
5,3,Ukyo KatayamaKAT,Tyrrell Yamaha,2:08.835,+4.135s,17
6,14,Rubens BarrichelloBAR,Jordan Hart,2:09.277,+4.577s,14
7,2,David CoulthardCOU,Williams Renault,2:10.487,+5.787s,14
8,9,Christian FittipaldiFIT,Footwork Ford,2:11.116,+6.416s,13
9,15,Eddie IrvineIRV,Jordan Hart,2:11.927,+7.227s,15
10,10,Gianni MorbidelliMOR,Footwork Ford,2:12.376,+7.676s,13
11,19,Philippe AlliotALL,Larrousse Ford,2:12.802,+8.102s,13
12,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,2:14.385,+9.685s,13
13,31,David BrabhamBRA,Simtek Ford,2:16.251,+11.551s,9
14,33,Paul BelmondoBEL,Pacific Ilmor,2:23.992,+19.292s,12
15,28,Gerhard BergerBER,Ferrari,2:24.897,+20.197s,13
16,6,Jos VerstappenVER,Benetton Ford,2:29.133,+24.433s,10
17,5,Michael SchumacherMSC,Benetton Ford,2:29.350,+24.650s,9
18,32,Jean-Marc GounonGOU,Simtek Ford,2:29.696,+24.996s,3
19,4,Mark BlundellBLU,Tyrrell Yamaha,2:29.746,+25.046s,11
20,29,Andrea de CesarisDEC,Sauber Mercedes,2:32.745,+28.045s,14
21,24,Michele AlboretoALB,Minardi Ford,2:32.902,+28.202s,13
22,26,Olivier PanisPAN,Ligier Renault,2:32.962,+28.262s,8
23,20,Erik ComasCOM,Larrousse Ford,2:33.588,+28.888s,7
24,23,Pierluigi MartiniMAR,Minardi Ford,2:34.517,+29.817s,10
25,25,Eric BernardBER,Ligier Renault,2:35.177,+30.477s,8
26,12,Johnny HerbertHER,Lotus Mugen Honda,2:35.524,+30.824s,5
27,11,Philippe AdamsADA,Lotus Mugen Honda,2:41.974,+37.274s,3
28,34,Bertrand GachotGAC,Pacific Ilmor,2:43.544,+38.844s,7
