Pos,No,Driver,Car,Time,Gap,Laps
1,2,Ayrton SennaSEN,Williams Renault,1:21.598,,22
2,0,Damon HillHIL,Williams Renault,1:22.755,+1.157s,15
3,5,Michael SchumacherMSC,Benetton Ford,1:22.848,+1.250s,22
4,28,Gerhard BergerBER,Ferrari,1:23.067,+1.469s,21
5,7,Mika HakkinenHAK,McLaren Peugeot,1:23.495,+1.897s,19
6,6,Jyrki JarvilehtoJAR,Benetton Ford,1:24.066,+2.468s,21
7,27,Nicola LariniLAR,Ferrari,1:24.189,+2.591s,15
8,23,Pierluigi MartiniMAR,Minardi Ford,1:24.428,+2.830s,16
9,8,Martin BrundleBRU,McLaren Peugeot,1:24.449,+2.851s,17
10,14,Rubens BarrichelloBAR,Jordan Hart,1:24.508,+2.910s,20
11,10,Gianni MorbidelliMOR,Footwork Ford,1:24.591,+2.993s,12
12,24,Michele AlboretoALB,Minardi Ford,1:24.662,+3.064s,16
13,25,Eric BernardBER,Ligier Renault,1:24.671,+3.073s,22
14,9,Christian FittipaldiFIT,Footwork Ford,1:24.847,+3.249s,19
15,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:25.023,+3.425s,17
16,4,Mark BlundellBLU,Tyrrell Yamaha,1:25.519,+3.921s,13
17,12,Johnny HerbertHER,Lotus Mugen Honda,1:25.549,+3.951s,18
18,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:25.589,+3.991s,7
19,26,Olivier PanisPAN,Ligier Renault,1:25.670,+4.072s,22
20,20,Erik ComasCOM,Larrousse Ford,1:25.849,+4.251s,17
21,34,Bertrand GachotGAC,Pacific Ilmor,1:27.003,+5.405s,22
22,29,Karl WendlingerWEN,Sauber Mercedes,1:27.008,+5.410s,3
23,15,Andrea de CesarisDEC,Jordan Hart,1:27.106,+5.508s,10
24,31,David BrabhamBRA,Simtek Ford,1:27.250,+5.652s,10
25,11,Pedro LamyLAM,Lotus Mugen Honda,1:27.663,+6.065s,21
26,32,Roland RatzenbergerRAT,Simtek Ford,1:27.917,+6.319s,17
27,19,Olivier BerettaBER,Larrousse Ford,1:28.001,+6.403s,17
28,33,Paul BelmondoBEL,Pacific Ilmor,1:28.780,+7.182s,23
