Pos,No,Driver,Car,Time,Gap,Laps
1,27,Jean AlesiALE,Ferrari,1:27.013,,22
2,28,Gerhard BergerBER,Ferrari,1:27.061,+0.048s,20
3,5,Michael SchumacherMSC,Benetton Ford,1:27.471,+0.458s,22
4,0,Damon HillHIL,Williams Renault,1:27.818,+0.805s,20
5,7,Mika HakkinenHAK,McLaren Peugeot,1:27.990,+0.977s,20
6,8,Martin BrundleBRU,McLaren Peugeot,1:28.561,+1.548s,19
7,10,Gianni MorbidelliMOR,Footwork Ford,1:28.828,+1.815s,18
8,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:28.896,+1.883s,19
9,2,David CoulthardCOU,Williams Renault,1:29.221,+2.208s,22
10,14,Rubens BarrichelloBAR,Jordan Hart,1:29.373,+2.360s,21
11,26,Olivier PanisPAN,Ligier Renault,1:29.746,+2.733s,21
12,9,Christian FittipaldiFIT,Footwork Ford,1:29.821,+2.808s,19
13,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:29.853,+2.840s,15
14,23,Pierluigi MartiniMAR,Minardi Ford,1:30.273,+3.260s,22
15,6,Jyrki JarvilehtoJAR,Benetton Ford,1:30.351,+3.338s,19
16,24,Michele AlboretoALB,Minardi Ford,1:30.544,+3.531s,18
17,25,Eric BernardBER,Ligier Renault,1:30.568,+3.555s,19
18,4,Mark BlundellBLU,Tyrrell Yamaha,1:30.595,+3.582s,13
19,20,Erik ComasCOM,Larrousse Ford,1:30.613,+3.600s,16
20,29,Andrea de CesarisDEC,Sauber Mercedes,1:31.340,+4.327s,21
21,15,Eddie IrvineIRV,Jordan Hart,1:31.405,+4.392s,7
22,12,Johnny HerbertHER,Lotus Mugen Honda,1:32.433,+5.420s,4
23,31,David BrabhamBRA,Simtek Ford,1:33.527,+6.514s,10
24,11,Alessandro ZanardiZAN,Lotus Mugen Honda,1:33.923,+6.910s,10
25,19,Olivier BerettaBER,Larrousse Ford,1:34.088,+7.075s,8
26,33,Paul BelmondoBEL,Pacific Ilmor,1:34.417,+7.404s,19
27,34,Bertrand GachotGAC,Pacific Ilmor,1:34.581,+7.568s,16
