Pos,No,Driver,Car,Time,Gap,Laps
1,5,Michael SchumacherMSC,Benetton Ford,1:23.850,,23
2,7,Mika HakkinenHAK,McLaren Peugeot,1:24.337,+0.487s,22
3,0,Damon HillHIL,Williams Renault,1:24.426,+0.576s,22
4,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:24.711,+0.861s,18
5,28,Gerhard BergerBER,Ferrari,1:24.721,+0.871s,21
6,2,Nigel MansellMAN,Williams Renault,1:24.907,+1.057s,22
7,15,Eddie IrvineIRV,Jordan Hart,1:25.030,+1.180s,22
8,14,Rubens BarrichelloBAR,Jordan Hart,1:25.111,+1.261s,21
9,27,Jean AlesiALE,Ferrari,1:25.192,+1.342s,17
10,6,Jos VerstappenVER,Benetton Ford,1:25.289,+1.439s,22
11,29,Andrea de CesarisDEC,Sauber Mercedes,1:25.435,+1.585s,22
12,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:25.614,+1.764s,19
13,8,Martin BrundleBRU,McLaren Peugeot,1:25.749,+1.899s,23
14,23,Pierluigi MartiniMAR,Minardi Ford,1:25.925,+2.075s,23
15,26,Olivier PanisPAN,Ligier Renault,1:26.116,+2.266s,23
16,10,Gianni MorbidelliMOR,Footwork Ford,1:26.176,+2.326s,22
17,25,Johnny HerbertHER,Ligier Renault,1:26.343,+2.493s,22
18,24,Michele AlboretoALB,Minardi Ford,1:26.623,+2.773s,16
19,9,Christian FittipaldiFIT,Footwork Ford,1:26.913,+3.063s,18
20,4,Mark BlundellBLU,Tyrrell Yamaha,1:27.099,+3.249s,22
21,20,Erik ComasCOM,Larrousse Ford,1:27.384,+3.534s,23
22,12,Alessandro ZanardiZAN,Lotus Mugen Honda,1:27.943,+4.093s,22
23,11,Eric BernardBER,Lotus Mugen Honda,1:28.466,+4.616s,20
24,31,David BrabhamBRA,Simtek Ford,1:28.643,+4.793s,19
25,19,Hideki NodaNOD,Jordan Hart,1:28.883,+5.033s,21
26,32,Domenico SchiattarellaSCH,Simtek Ford,1:30.489,+6.639s,22
27,34,Bertrand GachotGAC,Pacific Ilmor,1:31.154,+7.304s,17
28,33,Paul BelmondoBEL,Pacific Ilmor,1:31.337,+7.487s,22
