Pos,No,Driver,Car,Time,Gap,Laps
1,2,Ayrton SennaSEN,Williams Renault,1:16.201,,22
2,5,Michael SchumacherMSC,Benetton Ford,1:17.168,+0.967s,17
3,9,Christian FittipaldiFIT,Footwork Ford,1:18.059,+1.858s,23
4,4,Mark BlundellBLU,Tyrrell Yamaha,1:18.076,+1.875s,23
5,29,Karl WendlingerWEN,Sauber Mercedes,1:18.134,+1.933s,19
6,7,Mika HakkinenHAK,McLaren Peugeot,1:18.580,+2.379s,19
7,10,Gianni MorbidelliMOR,Footwork Ford,1:18.677,+2.476s,22
8,28,Gerhard BergerBER,Ferrari,1:18.754,+2.553s,15
9,27,Jean AlesiALE,Ferrari,1:18.800,+2.599s,19
10,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:19.065,+2.864s,19
11,26,Olivier PanisPAN,Ligier Renault,1:19.401,+3.200s,23
12,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:19.453,+3.252s,23
13,14,Rubens BarrichelloBAR,Jordan Hart,1:19.540,+3.339s,20
14,6,Jos VerstappenVER,Benetton Ford,1:19.625,+3.424s,19
15,23,Pierluigi MartiniMAR,Minardi Ford,1:19.815,+3.614s,19
16,20,Erik ComasCOM,Larrousse Ford,1:19.815,+3.614s,22
17,24,Michele AlboretoALB,Minardi Ford,1:20.004,+3.803s,14
18,12,Johnny HerbertHER,Lotus Mugen Honda,1:20.123,+3.922s,22
19,25,Eric BernardBER,Ligier Renault,1:20.149,+3.948s,21
20,8,Martin BrundleBRU,McLaren Peugeot,1:20.314,+4.113s,13
21,15,Eddie IrvineIRV,Jordan Hart,1:20.872,+4.671s,20
22,19,Olivier BerettaBER,Larrousse Ford,1:21.707,+5.506s,22
23,11,Pedro LamyLAM,Lotus Mugen Honda,1:21.735,+5.534s,20
24,31,David BrabhamBRA,Simtek Ford,1:22.537,+6.336s,20
25,32,Roland RatzenbergerRAT,Simtek Ford,1:23.549,+7.348s,18
26,34,Bertrand GachotGAC,Pacific Ilmor,1:24.372,+8.171s,20
27,33,Paul BelmondoBEL,Pacific Ilmor,1:25.836,+9.635s,7
28,0,Damon HillHIL,Williams Renault,1:51.368,+35.167s,3
