Pos,No,Driver,Car,Time,Gap,Laps
1,0,Damon HillHIL,Williams Renault,1:16.751,,23
2,5,Michael SchumacherMSC,Benetton Ford,1:16.894,+0.143s,23
3,7,Mika HakkinenHAK,McLaren Peugeot,1:17.072,+0.321s,22
4,2,Nigel MansellMAN,Williams Renault,1:17.233,+0.482s,17
5,8,Martin BrundleBRU,McLaren Peugeot,1:17.357,+0.606s,23
6,15,Eddie IrvineIRV,Jordan Hart,1:17.502,+0.751s,23
7,3,Ukyo KatayamaKAT,Tyrrell Yamaha,1:17.579,+0.828s,23
8,26,Olivier PanisPAN,Ligier Renault,1:17.781,+1.030s,16
9,6,Johnny HerbertHER,Benetton Ford,1:17.798,+1.047s,23
10,4,Mark BlundellBLU,Tyrrell Yamaha,1:17.834,+1.083s,22
11,14,Rubens BarrichelloBAR,Jordan Hart,1:17.869,+1.118s,23
12,28,Gerhard BergerBER,Ferrari,1:18.123,+1.372s,23
13,30,Heinz-Harald FrentzenFRE,Sauber Mercedes,1:18.270,+1.519s,23
14,27,Jean AlesiALE,Ferrari,1:18.284,+1.533s,19
15,9,Christian FittipaldiFIT,Footwork Ford,1:18.449,+1.698s,22
16,29,Jyrki JarvilehtoJAR,Sauber Mercedes,1:18.756,+2.005s,20
17,10,Gianni MorbidelliMOR,Footwork Ford,1:18.809,+2.058s,22
18,23,Pierluigi MartiniMAR,Minardi Ford,1:18.977,+2.226s,23
19,11,Mika SaloSAL,Lotus Mugen Honda,1:19.052,+2.301s,23
20,25,Franck LagorceLAG,Ligier Renault,1:19.069,+2.318s,23
21,24,Michele AlboretoALB,Minardi Ford,1:19.263,+2.512s,23
22,12,Alessandro ZanardiZAN,Lotus Mugen Honda,1:19.300,+2.549s,22
23,31,David BrabhamBRA,Simtek Ford,1:20.457,+3.706s,21
24,19,Hideki NodaNOD,Larrousse Ford,1:21.837,+5.086s,23
25,34,Bertrand GachotGAC,Pacific Ilmor,1:22.129,+5.378s,22
26,32,Domenico SchiattarellaSCH,Simtek Ford,1:22.477,+5.726s,21
27,33,Paul BelmondoBEL,Pacific Ilmor,1:24.099,+7.348s,18
28,20,Jean-Denis DeletrazDEL,Larrousse Ford,1:24.741,+7.990s,19
