Pos,No,Driver,Car,Time
1,9,Jackie StewartSTE,Tyrrell Ford,1:17.800
2,19,Chris AmonAMO,Matra,1:18.400
3,5,Clay RegazzoniREG,Ferrari,1:18.700
4,6,Mario AndrettiAND,Ferrari,1:19.000
5,2,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:19.100
6,20,John SurteesSUR,Surtees Ford,1:19.100
7,11,Denny HulmeHUL,McLaren Ford,1:19.100
8,4,Jacky IckxICK,Ferrari,1:19.200
9,10,Francois  Cevert CEV,Tyrrell Ford,1:19.200
10,16,Pedro RodriguezROD,BRM,1:19.300
11,12,Peter  Gethin GET,McLaren Ford,1:19.600
12,15,Dave CharltonCHA,Brabham Ford,1:19.800
13,7,Ronnie PetersonPET,March Alfa Romeo,1:19.900
14,3,Reine   WisellWIS,Lotus Pratt & Whitney,1:19.900
15,21,Rolf StommelenSTO,Surtees Ford,1:20.100
16,17,Jo SiffertSIF,BRM,1:20.200
17,28,Brian   RedmanRED,Surtees Ford,1:20.200
18,22,Henri PescaroloPES,March Ford,1:20.200
19,14,Graham HillHIL,Brabham Ford,1:20.500
20,25,Jackie PretoriusPRE,March Ford,1:21.700
21,24,John LoveLOV,March Ford,1:21.900
22,8,Andrea de Adamich DEA,March Alfa Romeo,1:22.200
23,23,Jo BonnierBON,McLaren Ford,1:22.300
24,27,Howden  Ganley GAN,BRM,1:23.700
25,26,Alex  Soler-Roig SOL,March Alfa Romeo,1:25.800
