Pos,No,Driver,Car,Time
1,14,Jo SiffertSIF,BRM,1:37.440
2,11,Jackie StewartSTE,Tyrrell Ford,1:37.650
3,12,Francois  Cevert CEV,Tyrrell Ford,1:37.860
4,5,Clay RegazzoniREG,Ferrari,1:37.900
5,2,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:37.900
6,4,Jacky IckxICK,Ferrari,1:38.270
7,8,Tim   SchenkenSCH,Brabham Ford,1:38.640
8,7,Graham HillHIL,Brabham Ford,1:38.700
9,9,Denny HulmeHUL,McLaren Ford,1:38.880
10,3,Reine   WisellWIS,Lotus Pratt & Whitney,1:38.950
11,17,Ronnie PetersonPET,March Alfa Romeo,1:39.010
12,24,Rolf StommelenSTO,Surtees Ford,1:39.080
13,25,Henri PescaroloPES,March Ford,1:39.090
14,15,Howden  Ganley GAN,BRM,1:39.460
15,19,Nanni  Galli GAL,March Alfa Romeo,1:39.540
16,23,Peter  Gethin GET,BRM,1:39.670
17,16,Helmut  Marko MAR,BRM,1:39.800
18,22,John SurteesSUR,Surtees Ford,1:40.370
19,27,Mike  Beuttler BEU,March Alfa Romeo,1:41.460
20,28,Jo BonnierBON,McLaren Ford,1:41.660
21,26,Niki LaudaLAU,March Alfa Romeo,1:43.680
22,10,Jackie OliverOLI,McLaren Ford,1:44.220
