Pos,No,Driver,Car,Time
1,12,Chris AmonAMO,Matra,1:22.400
2,3,Jacky IckxICK,Ferrari,1:22.820
3,20,Jo SiffertSIF,BRM,1:23.030
4,19,Howden  Ganley GAN,BRM,1:23.150
5,2,Francois  Cevert CEV,Tyrrell Ford,1:23.410
6,25,Ronnie PetersonPET,March Alfa Romeo,1:23.460
7,30,Jackie StewartSTE,Tyrrell Ford,1:23.610
8,4,Clay RegazzoniREG,Ferrari,1:23.690
9,11,Tim   SchenkenSCH,Brabham Ford,1:23.730
10,16,Henri PescaroloPES,March Ford,1:23.770
11,18,Peter  Gethin GET,BRM,1:23.880
12,21,Helmut  Marko MAR,BRM,1:23.960
13,14,Jackie OliverOLI,McLaren Ford,1:24.090
14,10,Graham HillHIL,Brabham Ford,1:24.270
15,7,John SurteesSUR,Surtees Ford,1:24.450
16,24,Mike  Beuttler BEU,March Alfa Romeo,1:25.010
17,9,Mike HailwoodHAI,Surtees Ford,1:25.170
18,5,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:25.180
19,22,Nanni  Galli GAL,March Alfa Romeo,1:25.190
20,23,Andrea de Adamich DEA,March Alfa Romeo,1:25.780
21,28,Jo BonnierBON,McLaren Ford,1:26.140
22,27,Silvio  Moser MOS,Bellasi Ford,1:26.540
23,8,Rolf StommelenSTO,Surtees Ford,1:27.920
24,26,Jean-Pierre JarierJAR,March Ford,1:28.190
