Pos,No,Driver,Car,Time
1,4,Jacky IckxICK,Ferrari,1:25.900
2,5,Clay RegazzoniREG,Ferrari,1:26.000
3,20,Chris AmonAMO,Matra,1:26.000
4,11,Jackie StewartSTE,Tyrrell Ford,1:26.200
5,14,Pedro RodriguezROD,BRM,1:26.500
6,21,Jean-Pierre BeltoiseBEL,Matra,1:26.600
7,10,Peter  Gethin GET,McLaren Ford,1:26.800
8,6,Mario AndrettiAND,Ferrari,1:26.900
9,9,Denny HulmeHUL,McLaren Ford,1:27.100
10,15,Jo SiffertSIF,BRM,1:27.300
11,27,Henri PescaroloPES,March Ford,1:27.500
12,12,Francois  Cevert CEV,Tyrrell Ford,1:27.700
13,18,Ronnie PetersonPET,March Alfa Romeo,1:27.800
14,2,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:27.900
15,7,Graham HillHIL,Brabham Ford,1:28.400
16,3,Reine   WisellWIS,Lotus Pratt & Whitney,1:28.600
17,16,Howden  Ganley GAN,BRM,1:28.600
18,17,Andrea de Adamich DEA,March Alfa Romeo,1:29.500
19,25,Rolf StommelenSTO,Surtees Ford,1:29.600
20,19,Alex  Soler-Roig SOL,March Alfa Romeo,1:29.800
21,8,Tim   SchenkenSCH,Brabham Ford,1:30.600
22,24,John SurteesSUR,Surtees Ford,1:30.800
