Pos,No,Driver,Car,Time
1,5,Clay RegazzoniREG,Ferrari,1:18.100
2,12,Jackie StewartSTE,Tyrrell Ford,1:18.100
3,16,Jo SiffertSIF,BRM,1:18.200
4,1,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:18.300
5,18,Ronnie PetersonPET,March Alfa Romeo,1:19.000
6,4,Jacky IckxICK,Ferrari,1:19.500
7,8,Tim   SchenkenSCH,Brabham Ford,1:19.500
8,9,Denny HulmeHUL,McLaren Ford,1:19.600
9,21,Chris AmonAMO,Matra,1:19.700
10,14,Francois  Cevert CEV,Tyrrell Ford,1:19.800
11,17,Howden  Ganley GAN,BRM,1:19.840
12,24,Rolf StommelenSTO,Surtees Ford,1:19.880
13,2,Dave CharltonCHA,Lotus Pratt & Whitney,1:20.050
14,10,Peter  Gethin GET,McLaren Ford,1:20.100
15,22,Jean-Pierre BeltoiseBEL,Matra,1:20.200
16,7,Graham HillHIL,Brabham Ford,1:20.300
17,26,Henri PescaroloPES,March Ford,1:20.500
18,23,John SurteesSUR,Surtees Ford,1:20.610
19,3,Reine   WisellWIS,Lotus Pratt & Whitney,1:20.660
20,6,Mike  Beuttler BEU,March Alfa Romeo,1:20.700
21,20,Nanni  Galli GAL,March Alfa Romeo,1:20.900
22,11,Jackie OliverOLI,McLaren Ford,1:21.000
23,25,Derek BellBEL,Surtees Ford,1:22.300
24,19,Andrea de Adamich DEA,March Alfa Romeo,1:23.200
