Pos,No,Driver,Car,Time
1,11,Jackie StewartSTE,Tyrrell Ford,1:50.710
2,5,Clay RegazzoniREG,Ferrari,1:51.530
3,4,Jacky IckxICK,Ferrari,1:51.880
4,7,Graham HillHIL,Brabham Ford,1:52.320
5,15,Pedro RodriguezROD,BRM,1:52.460
6,14,Jo SiffertSIF,BRM,1:52.500
7,12,Francois  Cevert CEV,Tyrrell Ford,1:52.690
8,21,Jean-Pierre BeltoiseBEL,Matra,1:52.920
9,20,Chris AmonAMO,Matra,1:52.940
10,24,Rolf StommelenSTO,Surtees Ford,1:53.100
11,9,Denny HulmeHUL,McLaren Ford,1:53.240
12,17,Ronnie PetersonPET,March Alfa Romeo,1:53.360
13,22,John SurteesSUR,Surtees Ford,1:53.570
14,8,Tim   SchenkenSCH,Brabham Ford,1:53.580
15,2,Reine   WisellWIS,Lotus Pratt & Whitney,1:53.750
16,16,Howden  Ganley GAN,BRM,1:53.770
17,1,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:54.220
18,27,Henri PescaroloPES,March Ford,1:54.270
19,10,Peter  Gethin GET,McLaren Ford,1:54.900
20,19,Andrea de Adamich DEA,March Alfa Romeo,1:56.170
21,18,Alex  Soler-Roig SOL,March Alfa Romeo,1:57.070
22,28,Max   JeanJEA,March Ford,1:59.790
23,34,Francois  Mazet MAZ,March Ford,2:00.510
