Pos,No,Driver,Car,Time
1,2,Jacky IckxICK,Ferrari,1:17.420
2,8,Pedro RodriguezROD,BRM,1:17.460
3,5,Jackie StewartSTE,Tyrrell Ford,1:17.640
4,3,Clay RegazzoniREG,Ferrari,1:17.980
5,20,Chris AmonAMO,Matra,1:18.460
6,14,Reine   WisellWIS,Lotus Pratt & Whitney,1:18.700
7,23,John SurteesSUR,Surtees Ford,1:18.710
8,9,Jo SiffertSIF,BRM,1:18.910
9,10,Howden  Ganley GAN,BRM,1:19.090
10,29,Rolf StommelenSTO,Surtees Ford,1:19.110
11,21,Jean-Pierre BeltoiseBEL,Matra,1:19.160
12,6,Francois  Cevert CEV,Tyrrell Ford,1:19.540
13,16,Ronnie PetersonPET,March Alfa Romeo,1:19.730
14,26,Denny HulmeHUL,McLaren Ford,1:19.740
15,31,Henri PescaroloPES,March Ford,1:20.010
16,24,Graham HillHIL,Brabham Ford,1:20.070
17,19,Alex  Soler-Roig SOL,March Alfa Romeo,1:20.260
18,4,Mario AndrettiAND,Ferrari,1:20.320
19,25,Tim   SchenkenSCH,Brabham Ford,1:20.350
20,18,Nanni  Galli GAL,March Alfa Romeo,1:20.610
21,30,Gijs van LennepVAN,Surtees Ford,1:20.790
22,15,Dave  Walker WAL,Lotus Pratt & Whitney,1:21.830
23,28,Peter  Gethin GET,McLaren Ford,1:22.070
24,22,Skip  Barber BAR,March Ford,1:22.190
