Pos,No,Driver,Car,Time
1,2,Jackie StewartSTE,Tyrrell Ford,7:19.000
2,4,Jacky IckxICK,Ferrari,7:19.200
3,21,Jo SiffertSIF,BRM,7:22.400
4,6,Clay RegazzoniREG,Ferrari,7:22.700
5,3,Francois  Cevert CEV,Tyrrell Ford,7:23.400
6,18,Denny HulmeHUL,McLaren Ford,7:26.000
7,15,Ronnie PetersonPET,March Alfa Romeo,7:26.500
8,8,Emerson FittipaldiFIT,Lotus Pratt & Whitney,7:27.500
9,25,Tim   SchenkenSCH,Brabham Ford,7:29.800
10,14,Henri PescaroloPES,March Ford,7:30.300
11,5,Mario AndrettiAND,Ferrari,7:31.700
12,12,Rolf StommelenSTO,Surtees Ford,7:34.700
13,24,Graham HillHIL,Brabham Ford,7:36.100
14,23,Howden  Ganley GAN,BRM,7:36.600
15,7,John SurteesSUR,Surtees Ford,7:36.700
16,10,Chris AmonAMO,Matra,7:37.300
17,9,Reine   WisellWIS,Lotus Pratt & Whitney,7:39.960
18,22,Vic  Elford ELF,BRM,7:39.980
19,20,Peter  Gethin GET,McLaren Ford,7:41.400
20,16,Andrea de Adamich DEA,March Alfa Romeo,7:41.700
21,17,Nanni  Galli GAL,March Alfa Romeo,7:47.800
22,28,Mike  Beuttler BEU,March Alfa Romeo,7:52.600
