Pos,No,Driver,Car,Time
1,8,Jackie StewartSTE,Tyrrell Ford,1:42.642
2,2,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:42.659
3,7,Denny HulmeHUL,McLaren Ford,1:42.925
4,5,Clay RegazzoniREG,Ferrari,1:43.002
5,9,Francois  Cevert CEV,Tyrrell Ford,1:43.152
6,14,Jo SiffertSIF,BRM,1:43.468
7,4,Jacky IckxICK,Ferrari,1:43.843
8,11,Chris AmonAMO,Matra,1:43.970
9,3,Reine   WisellWIS,Lotus Pratt & Whitney,1:44.024
10,12,Jean-Pierre BeltoiseBEL,Matra,1:44.067
11,25,Ronnie PetersonPET,March Alfa Romeo,1:44.193
12,16,Howden  Ganley GAN,BRM,1:44.430
13,18,John SurteesSUR,Surtees Ford,1:44.908
14,20,Mike HailwoodHAI,Surtees Ford,1:45.094
15,23,Tim   SchenkenSCH,Brabham Ford,1:45.110
16,17,Helmut  Marko MAR,BRM,1:45.204
17,19,Sam   PoseyPOS,Surtees Ford,1:45.267
18,22,Graham HillHIL,Brabham Ford,1:45.448
19,10,Peter   RevsonREV,Tyrrell Ford,1:45.515
20,21,Henri PescaroloPES,March Ford,1:45.568
21,15,Peter  Gethin GET,BRM,1:45.729
22,31,David   HobbsHOB,McLaren Ford,1:46.270
23,26,Nanni  Galli GAL,March Alfa Romeo,1:46.608
24,28,John  Cannon CAN,BRM,1:47.471
25,33,Skip  Barber BAR,March Ford,1:47.673
26,27,Andrea de Adamich DEA,March Alfa Romeo,1:47.952
27,24,Chris  Craft CRA,Brabham Ford,1:48.698
28,29,Jo BonnierBON,McLaren Ford,1:49.391
29,30,Pete  Lovely LOV,Lotus Ford,1:52.140
