Pos,No,Driver,Car,Time
1,11,Jackie StewartSTE,Tyrrell Ford,1:15.300
2,14,Jo SiffertSIF,BRM,1:15.500
3,12,Francois  Cevert CEV,Tyrrell Ford,1:15.700
4,2,Emerson FittipaldiFIT,Lotus Pratt & Whitney,1:16.100
5,20,Chris AmonAMO,Matra,1:16.100
6,17,Ronnie PetersonPET,March Alfa Romeo,1:16.200
7,3,Reine   WisellWIS,Lotus Pratt & Whitney,1:16.300
8,10,Mark DonohueDON,McLaren Ford,1:16.300
9,16,Howden  Ganley GAN,BRM,1:16.300
10,9,Denny HulmeHUL,McLaren Ford,1:16.400
11,21,Jean-Pierre BeltoiseBEL,Matra,1:16.500
12,4,Jacky IckxICK,Ferrari,1:16.500
13,6,Mario AndrettiAND,Ferrari,1:16.900
14,22,John SurteesSUR,Surtees Ford,1:17.100
15,37,Graham HillHIL,Brabham Ford,1:17.200
16,15,Peter  Gethin GET,BRM,1:17.200
17,8,Tim   SchenkenSCH,Brabham Ford,1:17.400
18,5,Clay RegazzoniREG,Ferrari,1:17.500
19,31,Helmut  Marko MAR,BRM,1:17.800
20,18,Nanni  Galli GAL,March Alfa Romeo,1:18.200
21,28,George EatonEAT,BRM,1:18.400
22,19,Mike  Beuttler BEU,March Alfa Romeo,1:18.500
23,24,Rolf StommelenSTO,Surtees Ford,1:18.800
24,33,Skip  Barber BAR,March Ford,1:19.800
25,35,Pete  Lovely LOV,Lotus Ford,1:21.100
