Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,57,1:36:00.498,25
2,7,Kimi RäikkönenRAI,Lotus Renault,57,+9.111s,18
3,8,Romain GrosjeanGRO,Lotus Renault,57,+19.507s,15
4,14,Paul di RestaDIR,Force India Mercedes,57,+21.727s,12
5,10,Lewis HamiltonHAM,Mercedes,57,+35.230s,10
6,6,Sergio PerezPER,McLaren Mercedes,57,+35.998s,8
7,2,Mark WebberWEB,Red Bull Racing Renault,57,+37.244s,6
8,3,Fernando AlonsoALO,Ferrari,57,+37.574s,4
9,9,Nico RosbergROS,Mercedes,57,+41.126s,2
10,5,Jenson ButtonBUT,McLaren Mercedes,57,+46.631s,1
11,16,Pastor MaldonadoMAL,Williams Renault,57,+66.450s,0
12,11,Nico HulkenbergHUL,Sauber Ferrari,57,+72.933s,0
13,15,Adrian SutilSUT,Force India Mercedes,57,+76.719s,0
14,17,Valtteri BottasBOT,Williams Renault,57,+81.511s,0
15,4,Felipe MassaMAS,Ferrari,57,+86.364s,0
16,19,Daniel RicciardoRIC,STR Ferrari,56,+1 lap,0
17,20,Charles PicPIC,Caterham Renault,56,+1 lap,0
18,12,Esteban Gutierrez GUT,Sauber Ferrari,56,+1 lap,0
19,22,Jules BianchiBIA,Marussia Cosworth,56,+1 lap,0
20,23,Max ChiltonCHI,Marussia Cosworth,56,+1 lap,0
21,21,Giedo van der GardeVDG,Caterham Renault,55,+2 laps,0
NC,18,Jean-Eric VergneVER,STR Ferrari,16,DNF,0
