Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,60,1:41:14.711,25
2,7,Kimi RäikkönenRAI,Lotus Renault,60,+1.008s,18
3,8,Romain GrosjeanGRO,Lotus Renault,60,+5.830s,15
4,3,Fernando AlonsoALO,Ferrari,60,+7.721s,12
5,10,Lewis HamiltonHAM,Mercedes,60,+26.927s,10
6,5,Jenson ButtonBUT,McLaren Mercedes,60,+27.996s,8
7,2,Mark WebberWEB,Red Bull Racing Renault,60,+37.562s,6
8,6,Sergio PerezPER,McLaren Mercedes,60,+38.306s,4
9,9,Nico RosbergROS,Mercedes,60,+46.821s,2
10,11,Nico HulkenbergHUL,Sauber Ferrari,60,+49.892s,1
11,14,Paul di RestaDIR,Force India Mercedes,60,+53.771s,0
12,19,Daniel RicciardoRIC,STR Ferrari,60,+56.975s,0
13,15,Adrian SutilSUT,Force India Mercedes,60,+57.738s,0
14,12,Esteban Gutierrez GUT,Sauber Ferrari,60,+60.160s,0
15,16,Pastor MaldonadoMAL,Williams Renault,60,+61.929s,0
16,17,Valtteri BottasBOT,Williams Renault,59,+1 lap,0
17,20,Charles PicPIC,Caterham Renault,59,+1 lap,0
18,21,Giedo van der GardeVDG,Caterham Renault,59,+1 lap,0
19,23,Max ChiltonCHI,Marussia Cosworth,59,+1 lap,0
NC,18,Jean-Eric VergneVER,STR Ferrari,22,DNF,0
NC,22,Jules BianchiBIA,Marussia Cosworth,21,DNF,0
NC,4,Felipe MassaMAS,Ferrari,3,DNF,0
