Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Fernando AlonsoALO,Ferrari,66,1:39:16.596,25
2,7,Kimi RäikkönenRAI,Lotus Renault,66,+9.338s,18
3,4,Felipe MassaMAS,Ferrari,66,+26.049s,15
4,1,Sebastian VettelVET,Red Bull Racing Renault,66,+38.273s,12
5,2,Mark WebberWEB,Red Bull Racing Renault,66,+47.963s,10
6,9,Nico RosbergROS,Mercedes,66,+68.020s,8
7,14,Paul di RestaDIR,Force India Mercedes,66,+68.988s,6
8,5,Jenson ButtonBUT,McLaren Mercedes,66,+79.506s,4
9,6,Sergio PerezPER,McLaren Mercedes,66,+81.738s,2
10,19,Daniel RicciardoRIC,STR Ferrari,65,+1 lap,1
11,12,Esteban Gutierrez GUT,Sauber Ferrari,65,+1 lap,0
12,10,Lewis HamiltonHAM,Mercedes,65,+1 lap,0
13,15,Adrian SutilSUT,Force India Mercedes,65,+1 lap,0
14,16,Pastor MaldonadoMAL,Williams Renault,65,+1 lap,0
15,11,Nico HulkenbergHUL,Sauber Ferrari,65,+1 lap,0
16,17,Valtteri BottasBOT,Williams Renault,65,+1 lap,0
17,20,Charles PicPIC,Caterham Renault,65,+1 lap,0
18,22,Jules BianchiBIA,Marussia Cosworth,64,+2 laps,0
19,23,Max ChiltonCHI,Marussia Cosworth,64,+2 laps,0
NC,18,Jean-Eric VergneVER,STR Ferrari,52,DNF,0
NC,21,Giedo van der GardeVDG,Caterham Renault,21,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Renault,8,DNF,0
