Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,53,1:26:49.301,25
2,2,Mark WebberWEB,Red Bull Racing Renault,53,+7.129s,18
3,8,Romain GrosjeanGRO,Lotus Renault,53,+9.910s,15
4,3,Fernando AlonsoALO,Ferrari,53,+45.605s,12
5,7,Kimi RäikkönenRAI,Lotus Renault,53,+47.325s,10
6,11,Nico HulkenbergHUL,Sauber Ferrari,53,+51.615s,8
7,12,Esteban Gutierrez GUT,Sauber Ferrari,53,+71.630s,6
8,9,Nico RosbergROS,Mercedes,53,+72.023s,4
9,5,Jenson ButtonBUT,McLaren Mercedes,53,+80.821s,2
10,4,Felipe MassaMAS,Ferrari,53,+89.263s,1
11,14,Paul di RestaDIR,Force India Mercedes,53,+98.572s,0
12,18,Jean-Eric VergneVER,STR Ferrari,52,+1 lap,0
13,19,Daniel RicciardoRIC,STR Ferrari,52,+1 lap,0
14,15,Adrian SutilSUT,Force India Mercedes,52,+1 lap,0
15,6,Sergio PerezPER,McLaren Mercedes,52,+1 lap,0
16,16,Pastor MaldonadoMAL,Williams Renault,52,+1 lap,0
17,17,Valtteri BottasBOT,Williams Renault,52,+1 lap,0
18,20,Charles PicPIC,Caterham Renault,52,+1 lap,0
19,23,Max ChiltonCHI,Marussia Cosworth,52,+1 lap,0
NC,10,Lewis HamiltonHAM,Mercedes,7,DNF,0
NC,21,Giedo van der GardeVDG,Caterham Renault,0,DNF,0
NC,22,Jules BianchiBIA,Marussia Cosworth,0,DNF,0
