Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Nico RosbergROS,Mercedes,78,2:17:52.056,25
2,1,Sebastian VettelVET,Red Bull Racing Renault,78,+3.888s,18
3,2,Mark WebberWEB,Red Bull Racing Renault,78,+6.314s,15
4,10,Lewis HamiltonHAM,Mercedes,78,+13.894s,12
5,15,Adrian SutilSUT,Force India Mercedes,78,+21.477s,10
6,5,Jenson ButtonBUT,McLaren Mercedes,78,+23.103s,8
7,3,Fernando AlonsoALO,Ferrari,78,+26.734s,6
8,18,Jean-Eric VergneVER,STR Ferrari,78,+27.223s,4
9,14,Paul di RestaDIR,Force India Mercedes,78,+27.608s,2
10,7,Kimi RäikkönenRAI,Lotus Renault,78,+36.582s,1
11,11,Nico HulkenbergHUL,Sauber Ferrari,78,+42.572s,0
12,17,Valtteri BottasBOT,Williams Renault,78,+42.691s,0
13,12,Esteban Gutierrez GUT,Sauber Ferrari,78,+43.212s,0
14,23,Max ChiltonCHI,Marussia Cosworth,78,+49.885s,0
15,21,Giedo van der GardeVDG,Caterham Renault,78,+62.590s,0
16,6,Sergio PerezPER,McLaren Mercedes,72,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Renault,63,DNF,0
NC,19,Daniel RicciardoRIC,STR Ferrari,61,DNF,0
NC,22,Jules BianchiBIA,Marussia Cosworth,58,DNF,0
NC,16,Pastor MaldonadoMAL,Williams Renault,44,DNF,0
NC,4,Felipe MassaMAS,Ferrari,28,DNF,0
NC,20,Charles PicPIC,Caterham Renault,7,DNF,0
