Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Kimi RäikkönenRAI,Lotus Renault,58,1:30:03.225,25
2,3,Fernando AlonsoALO,Ferrari,58,+12.451s,18
3,1,Sebastian VettelVET,Red Bull Racing Renault,58,+22.346s,15
4,4,Felipe MassaMAS,Ferrari,58,+33.577s,12
5,10,Lewis HamiltonHAM,Mercedes,58,+45.561s,10
6,2,Mark WebberWEB,Red Bull Racing Renault,58,+46.800s,8
7,15,Adrian SutilSUT,Force India Mercedes,58,+65.068s,6
8,14,Paul di RestaDIR,Force India Mercedes,58,+68.449s,4
9,5,Jenson ButtonBUT,McLaren Mercedes,58,+81.630s,2
10,8,Romain GrosjeanGRO,Lotus Renault,58,+82.759s,1
11,6,Sergio PerezPER,McLaren Mercedes,58,+83.367s,0
12,18,Jean-Eric VergneVER,STR Ferrari,58,+83.857s,0
13,12,Esteban Gutierrez GUT,Sauber Ferrari,57,+1 lap,0
14,17,Valtteri BottasBOT,Williams Renault,57,+1 lap,0
15,22,Jules BianchiBIA,Marussia Cosworth,57,+1 lap,0
16,20,Charles PicPIC,Caterham Renault,56,+2 laps,0
17,23,Max ChiltonCHI,Marussia Cosworth,56,+2 laps,0
18,21,Giedo van der GardeVDG,Caterham Renault,56,+2 laps,0
NC,19,Daniel RicciardoRIC,STR Ferrari,39,DNF,0
NC,9,Nico RosbergROS,Mercedes,26,DNF,0
NC,16,Pastor MaldonadoMAL,Williams Renault,24,DNF,0
NC,11,Nico HulkenbergHUL,Sauber Ferrari,,DNS,0
