Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,55,1:43:13.701,25
2,7,Kimi RäikkönenRAI,Lotus Renault,55,+4.224s,18
3,8,Romain GrosjeanGRO,Lotus Renault,55,+4.927s,15
4,11,Nico HulkenbergHUL,Sauber Ferrari,55,+24.114s,12
5,10,Lewis HamiltonHAM,Mercedes,55,+25.255s,10
6,3,Fernando AlonsoALO,Ferrari,55,+26.189s,8
7,9,Nico RosbergROS,Mercedes,55,+26.698s,6
8,5,Jenson ButtonBUT,McLaren Mercedes,55,+32.262s,4
9,4,Felipe MassaMAS,Ferrari,55,+34.390s,2
10,6,Sergio PerezPER,McLaren Mercedes,55,+35.155s,1
11,12,Esteban Gutierrez GUT,Sauber Ferrari,55,+35.990s,0
12,17,Valtteri BottasBOT,Williams Renault,55,+47.049s,0
13,16,Pastor MaldonadoMAL,Williams Renault,55,+50.013s,0
14,20,Charles PicPIC,Caterham Renault,55,+63.578s,0
15,21,Giedo van der GardeVDG,Caterham Renault,55,+64.501s,0
16,22,Jules BianchiBIA,Marussia Cosworth,55,+67.970s,0
17,23,Max ChiltonCHI,Marussia Cosworth,55,+72.898s,0
18,18,Jean-Eric VergneVER,STR Ferrari,53,DNF,0
19,19,Daniel RicciardoRIC,STR Ferrari,52,DNF,0
20,15,Adrian SutilSUT,Force India Mercedes,50,DNF,0
NC,2,Mark WebberWEB,Red Bull Racing Renault,36,DNF,0
NC,14,Paul di RestaDIR,Force India Mercedes,24,DNF,0
