Pos,No,Driver,Car,Laps,Time/retired,Pts
1,9,Nico RosbergROS,Mercedes,52,1:32:59.456,25
2,2,Mark WebberWEB,Red Bull Racing Renault,52,+0.765s,18
3,3,Fernando AlonsoALO,Ferrari,52,+7.124s,15
4,10,Lewis HamiltonHAM,Mercedes,52,+7.756s,12
5,7,Kimi RäikkönenRAI,Lotus Renault,52,+11.257s,10
6,4,Felipe MassaMAS,Ferrari,52,+14.573s,8
7,15,Adrian SutilSUT,Force India Mercedes,52,+16.335s,6
8,19,Daniel RicciardoRIC,STR Ferrari,52,+16.543s,4
9,14,Paul di RestaDIR,Force India Mercedes,52,+17.943s,2
10,11,Nico HulkenbergHUL,Sauber Ferrari,52,+19.709s,1
11,16,Pastor MaldonadoMAL,Williams Renault,52,+21.135s,0
12,17,Valtteri BottasBOT,Williams Renault,52,+25.094s,0
13,5,Jenson ButtonBUT,McLaren Mercedes,52,+25.969s,0
14,12,Esteban Gutierrez GUT,Sauber Ferrari,52,+26.285s,0
15,20,Charles PicPIC,Caterham Renault,52,+31.613s,0
16,22,Jules BianchiBIA,Marussia Cosworth,52,+36.097s,0
17,23,Max ChiltonCHI,Marussia Cosworth,52,+67.660s,0
18,21,Giedo van der GardeVDG,Caterham Renault,52,+67.759s,0
19,8,Romain GrosjeanGRO,Lotus Renault,51,DNF,0
20,6,Sergio PerezPER,McLaren Mercedes,46,DNF,0
NC,1,Sebastian VettelVET,Red Bull Racing Renault,41,DNF,0
NC,18,Jean-Eric VergneVER,STR Ferrari,35,DNF,0
