Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Sebastian VettelVET,Red Bull Racing Renault,71,1:32:36.300,25
2,2,Mark WebberWEB,Red Bull Racing Renault,71,+10.452s,18
3,3,Fernando AlonsoALO,Ferrari,71,+18.913s,15
4,5,Jenson ButtonBUT,McLaren Mercedes,71,+37.360s,12
5,9,Nico RosbergROS,Mercedes,71,+39.048s,10
6,6,Sergio PerezPER,McLaren Mercedes,71,+44.051s,8
7,4,Felipe MassaMAS,Ferrari,71,+49.110s,6
8,11,Nico HulkenbergHUL,Sauber Ferrari,71,+64.252s,4
9,10,Lewis HamiltonHAM,Mercedes,71,+72.903s,2
10,19,Daniel RicciardoRIC,STR Ferrari,70,+1 lap,1
11,14,Paul di RestaDIR,Force India Mercedes,70,+1 lap,0
12,12,Esteban Gutierrez GUT,Sauber Ferrari,70,+1 lap,0
13,15,Adrian SutilSUT,Force India Mercedes,70,+1 lap,0
14,7,Heikki KovalainenKOV,Lotus Renault,70,+1 lap,0
15,18,Jean-Eric VergneVER,STR Ferrari,70,+1 lap,0
16,16,Pastor MaldonadoMAL,Williams Renault,70,+1 lap,0
17,22,Jules BianchiBIA,Marussia Cosworth,69,+2 laps,0
18,21,Giedo van der GardeVDG,Caterham Renault,69,+2 laps,0
19,23,Max ChiltonCHI,Marussia Cosworth,69,+2 laps,0
NC,20,Charles PicPIC,Caterham Renault,58,DNF,0
NC,17,Valtteri BottasBOT,Williams Renault,45,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Renault,2,DNF,0
