Pos,No,Driver,Car,Time
1,27,Ayrton SennaSEN,McLaren Honda,1:23.220
2,28,Gerhard BergerBER,McLaren Honda,1:23.781
3,6,Riccardo PatresePAT,Williams Renault,1:24.444
4,5,Thierry BoutsenBOU,Williams Renault,1:25.039
5,2,Nigel MansellMAN,Ferrari,1:25.095
6,1,Alain ProstPRO,Ferrari,1:25.179
7,4,Jean AlesiALE,Tyrrell Ford,1:25.230
8,20,Nelson PiquetPIQ,Benetton Ford,1:25.761
9,19,Alessandro NanniniNAN,Benetton Ford,1:26.042
10,11,Derek WarwickWAR,Lotus Lamborghini,1:26.682
11,12,Martin DonnellyDON,Lotus Lamborghini,1:26.714
12,15,Mauricio GugelminGUG,Leyton House Judd,1:26.836
13,29,Eric BernardBER,Lola Lamborghini,1:26.838
14,8,Stefano ModenaMOD,Brabham Judd,1:27.008
15,30,Aguri SuzukiSUZ,Lola Lamborghini,1:27.068
16,26,Philippe AlliotALL,Ligier Ford,1:27.214
17,22,Andrea de CesarisDEC,Dallara Ford,1:27.217
18,16,Ivan CapelliCAP,Leyton House Judd,1:27.521
19,3,Satoru NakajimaNAK,Tyrrell Ford,1:27.532
20,25,Nicola LariniLAR,Ligier Ford,1:27.564
21,21,Emanuele PirroPIR,Dallara Ford,1:27.613
22,14,Olivier GrouillardGRO,Osella Ford,1:28.009
23,35,Gregor FoitekFOI,Onyx Ford,1:28.111
24,33,Roberto MorenoMOR,Euro Brun Judd,1:28.603
25,36,Jyrki JarvilehtoJAR,Onyx Ford,1:28.625
26,24,Paolo BarillaBAR,Minardi Ford,1:28.667
