Pos,No,Driver,Car,Time
1,27,Ayrton SennaSEN,McLaren Honda,1:36.996
2,1,Alain ProstPRO,Ferrari,1:37.228
3,2,Nigel MansellMAN,Ferrari,1:37.719
4,28,Gerhard BergerBER,McLaren Honda,1:38.118
5,5,Thierry BoutsenBOU,Williams Renault,1:39.324
6,20,Nelson PiquetPIQ,Benetton Ford,1:40.049
7,6,Riccardo PatresePAT,Williams Renault,1:40.355
8,19,Roberto MorenoMOR,Benetton Ford,1:40.579
9,30,Aguri SuzukiSUZ,Lola Lamborghini,1:40.888
10,23,Pierluigi MartiniMAR,Minardi Ford,1:40.899
11,11,Derek WarwickWAR,Lotus Lamborghini,1:41.024
12,16,Ivan CapelliCAP,Leyton House Judd,1:41.033
13,3,Satoru NakajimaNAK,Tyrrell Ford,1:41.078
14,12,Johnny HerbertHER,Lotus Lamborghini,1:41.558
15,15,Mauricio GugelminGUG,Leyton House Judd,1:41.698
16,29,Eric BernardBER,Lola Lamborghini,1:41.709
17,25,Nicola LariniLAR,Ligier Ford,1:42.339
18,21,Emanuele PirroPIR,Dallara Ford,1:42.361
19,24,Gianni MorbidelliMOR,Minardi Ford,1:42.364
20,26,Philippe AlliotALL,Ligier Ford,1:42.593
21,8,Stefano ModenaMOD,Brabham Judd,1:42.617
22,7,David BrabhamBRA,Brabham Judd,1:43.156
23,10,Alex CaffiCAF,Arrows Ford,1:43.270
24,9,Michele AlboretoALB,Arrows Ford,1:43.304
25,22,Andrea de CesarisDEC,Dallara Ford,1:43.601
