Pos,No,Driver,Car,Time
1,2,Nigel MansellMAN,Ferrari,1:13.557
2,1,Alain ProstPRO,Ferrari,1:13.595
3,27,Ayrton SennaSEN,McLaren Honda,1:13.601
4,28,Gerhard BergerBER,McLaren Honda,1:14.292
5,6,Riccardo PatresePAT,Williams Renault,1:14.723
6,20,Nelson PiquetPIQ,Benetton Ford,1:14.728
7,5,Thierry BoutsenBOU,Williams Renault,1:14.934
8,4,Jean AlesiALE,Tyrrell Ford,1:15.122
9,19,Alessandro NanniniNAN,Benetton Ford,1:15.411
10,29,Eric BernardBER,Lola Lamborghini,1:15.673
11,30,Aguri SuzukiSUZ,Lola Lamborghini,1:16.012
12,16,Ivan CapelliCAP,Leyton House Judd,1:16.284
13,21,Emanuele PirroPIR,Dallara Ford,1:16.290
14,15,Mauricio GugelminGUG,Leyton House Judd,1:16.296
15,12,Martin DonnellyDON,Lotus Lamborghini,1:16.762
16,23,Pierluigi MartiniMAR,Minardi Ford,1:16.795
17,10,Alex CaffiCAF,Arrows Ford,1:16.946
18,22,Andrea de CesarisDEC,Dallara Ford,1:17.066
19,9,Michele AlboretoALB,Arrows Ford,1:17.081
20,26,Philippe AlliotALL,Ligier Ford,1:17.120
21,11,Derek WarwickWAR,Lotus Lamborghini,1:17.259
22,25,Nicola LariniLAR,Ligier Ford,1:17.269
23,8,Stefano ModenaMOD,Brabham Judd,1:17.341
24,18,Yannick DalmasDAL,AGS Ford,1:17.621
25,7,David BrabhamBRA,Brabham Judd,1:17.715
