Pos,No,Driver,Car,Time
1,27,Ayrton SennaSEN,McLaren Honda,1:15.671
2,28,Gerhard BergerBER,McLaren Honda,1:16.244
3,2,Nigel MansellMAN,Ferrari,1:16.352
4,1,Alain ProstPRO,Ferrari,1:16.365
5,4,Jean AlesiALE,Tyrrell Ford,1:16.837
6,6,Riccardo PatresePAT,Williams Renault,1:17.156
7,20,Nelson PiquetPIQ,Benetton Ford,1:17.173
8,19,Roberto MorenoMOR,Benetton Ford,1:17.437
9,5,Thierry BoutsenBOU,Williams Renault,1:17.596
10,23,Pierluigi MartiniMAR,Minardi Ford,1:17.827
11,11,Derek WarwickWAR,Lotus Lamborghini,1:18.351
12,25,Nicola LariniLAR,Ligier Ford,1:18.730
13,3,Satoru NakajimaNAK,Tyrrell Ford,1:18.738
14,16,Ivan CapelliCAP,Leyton House Judd,1:18.843
15,22,Andrea de CesarisDEC,Dallara Ford,1:18.858
16,15,Mauricio GugelminGUG,Leyton House Judd,1:18.860
17,8,Stefano ModenaMOD,Brabham Judd,1:18.886
18,12,Johnny HerbertHER,Lotus Lamborghini,1:19.091
19,26,Philippe AlliotALL,Ligier Ford,1:19.202
20,24,Gianni MorbidelliMOR,Minardi Ford,1:19.347
21,21,Emanuele PirroPIR,Dallara Ford,1:19.476
22,14,Olivier GrouillardGRO,Osella Ford,1:19.722
23,29,Eric BernardBER,Lola Lamborghini,1:19.858
24,30,Aguri SuzukiSUZ,Lola Lamborghini,1:19.970
25,7,David BrabhamBRA,Brabham Judd,1:20.218
26,17,Gabriele TarquiniTAR,AGS Ford,1:20.296
