Pos,No,Driver,Car,Time
1,27,Ayrton SennaSEN,McLaren Honda,1:20.399
2,28,Gerhard BergerBER,McLaren Honda,1:20.465
3,1,Alain ProstPRO,Ferrari,1:20.826
4,19,Alessandro NanniniNAN,Benetton Ford,1:21.302
5,20,Nelson PiquetPIQ,Benetton Ford,1:21.568
6,5,Thierry BoutsenBOU,Williams Renault,1:21.599
7,2,Nigel MansellMAN,Ferrari,1:21.641
8,4,Jean AlesiALE,Tyrrell Ford,1:21.748
9,6,Riccardo PatresePAT,Williams Renault,1:22.018
10,8,Stefano ModenaMOD,Brabham Judd,1:22.660
11,11,Derek WarwickWAR,Lotus Lamborghini,1:22.673
12,12,Martin DonnellyDON,Lotus Lamborghini,1:22.703
13,3,Satoru NakajimaNAK,Tyrrell Ford,1:23.605
14,9,Michele AlboretoALB,Arrows Ford,1:23.744
15,14,Olivier GrouillardGRO,Osella Ford,1:23.779
16,23,Pierluigi MartiniMAR,Minardi Ford,1:23.795
17,26,Philippe AlliotALL,Ligier Ford,1:23.899
18,30,Aguri SuzukiSUZ,Lola Lamborghini,1:23.915
19,21,Emanuele PirroPIR,Dallara Ford,1:24.269
20,25,Nicola LariniLAR,Ligier Ford,1:24.285
21,35,Gregor FoitekFOI,Onyx Ford,1:24.397
22,36,Jyrki JarvilehtoJAR,Onyx Ford,1:24.425
23,29,Eric BernardBER,Lola Lamborghini,1:24.451
24,16,Ivan CapelliCAP,Leyton House Judd,1:24.554
25,22,Andrea de CesarisDEC,Dallara Ford,1:24.621
26,10,Alex CaffiCAF,Arrows Ford,1:25.113
