Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,4,Lando NorrisNOR,McLaren Mercedes,5,15:13:27,25.012,25.012
1,20,Kevin MagnussenMAG,Haas Ferrari,5,15:13:30,23.638,23.638
1,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,5,15:13:31,22.843,22.843
1,31,Esteban OconOCO,Alpine Renault,6,15:15:23,23.085,23.085
1,77,Valtteri BottasBOT,Alfa Romeo Ferrari,6,15:15:24,23.362,23.362
1,23,Alexander AlbonALB,Williams Mercedes,7,15:17:14,25.015,25.015
1,55,Carlos SainzSAI,Ferrari,7,15:17:20,23.303,23.303
1,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,7,15:17:21,24.449,24.449
1,2,Logan SargeantSAR,Williams Mercedes,8,15:19:14,23.570,23.570
1,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,9,15:20:59,22.610,22.610
1,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,10,15:22:48,23.085,23.085
1,44,Lewis HamiltonHAM,Mercedes,12,15:26:27,23.090,23.090
1,27,Nico HulkenbergHUL,Haas Ferrari,12,15:26:56,24.571,24.571
1,11,Sergio PerezPER,Red Bull Racing Honda RBPT,13,15:28:09,23.684,23.684
1,16,Charles LeclercLEC,Ferrari,13,15:28:16,23.224,23.224
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,14,15:30:04,22.887,22.887
2,4,Lando NorrisNOR,McLaren Mercedes,17,15:36:37,23.744,48.756
1,18,Lance StrollSTR,Aston Martin Aramco Mercedes,20,15:42:12,25.397,25.397
1,63,George RussellRUS,Mercedes,22,15:46:00,23.837,23.837
2,3,Daniel RicciardoRIC,AlphaTauri Honda RBPT,22,15:46:18,23.290,46.133
1,10,Pierre GaslyGAS,Alpine Renault,23,15:48:00,25.664,25.664
2,23,Alexander AlbonALB,Williams Mercedes,23,15:48:02,23.596,48.611
2,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,24,15:49:52,22.737,45.347
2,77,Valtteri BottasBOT,Alfa Romeo Ferrari,24,15:50:02,23.786,47.148
2,27,Nico HulkenbergHUL,Haas Ferrari,24,15:50:04,25.238,49.809
2,2,Logan SargeantSAR,Williams Mercedes,24,15:50:09,23.938,47.508
2,31,Esteban OconOCO,Alpine Renault,25,15:51:50,23.339,46.424
2,20,Kevin MagnussenMAG,Haas Ferrari,25,15:51:55,23.572,47.210
2,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,25,15:52:01,24.045,48.494
2,44,Lewis HamiltonHAM,Mercedes,27,15:55:00,23.023,46.113
2,16,Charles LeclercLEC,Ferrari,28,15:56:48,23.148,46.372
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,29,15:58:34,22.710,46.394
2,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,29,15:59:01,23.798,46.883
2,1,Max VerstappenVER,Red Bull Racing Honda RBPT,30,16:00:16,23.012,45.899
3,23,Alexander AlbonALB,Williams Mercedes,33,16:07:06,23.529,1:12.140
3,2,Logan SargeantSAR,Williams Mercedes,34,16:09:09,23.109,1:10.617
3,44,Lewis HamiltonHAM,Mercedes,42,16:23:05,23.156,1:09.269
